Approved symbol	Status	Previous symbols	Gene group ID	NCBI Gene ID
KRT128P	Approved			
KRT222	Approved	KRT222P	1109	125113
KRT223P	Approved			643115
KRT224P	Approved			
KRTAP1-1	Approved		619	81851
KRTAP1-3	Approved		619	81850
KRTAP1-4	Approved		619	728255
KRTAP1-5	Approved		619	83895
KRTAP2-1	Approved		619	81872
KRTAP2-2	Approved		619	728279
KRTAP2-3	Approved		619	730755
KRTAP2-4	Approved		619	85294
KRTAP2-5P	Approved	KRTAP2P1	619	85343
KRTAP3-1	Approved		619	83896
KRTAP3-2	Approved		619	83897
KRTAP3-3	Approved		619	85293
KRTAP3-4P	Approved	KRTAP3P1	619	85345
KRTAP4-1	Approved	KRTAP4-10	619	85285
KRTAP4-2	Approved		619	85291
KRTAP4-3	Approved		619	85290
KRTAP4-4	Approved	KRTAP4-13	619	84616
KRTAP4-5	Approved		619	85289
KRTAP4-6	Approved	KRTAP4-15	619	81871
KRTAP4-7	Approved		619	100132476
KRTAP4-8	Approved		619	728224
KRTAP4-9	Approved		619	100132386
KRTAP4-10	Symbol Withdrawn	KRTAP4-10		
KRTAP4-11	Approved	KRTAP4-14	619	653240
KRTAP4-12	Approved		619	83755
KRTAP4-13	Symbol Withdrawn	KRTAP4-13		
KRTAP4-14	Symbol Withdrawn	KRTAP4-14		
KRTAP4-15	Symbol Withdrawn	KRTAP4-15		
KRTAP4-16	Approved	KRTAP4P1, KRTAP4-16P	619	85354
KRTAP4-17P	Approved		619	
KRTAP5-1	Approved	KRN1L	619	387264
KRTAP5-2	Approved		619	440021
KRTAP5-3	Approved		619	387266
KRTAP5-4	Approved		619	387267
KRTAP5-5	Approved		619	439915
KRTAP5-6	Approved		619	440023
KRTAP5-7	Approved		619	440050
KRTAP5-8	Approved		619	57830
KRTAP5-9	Approved	KRN1	619	3846
KRTAP5-10	Approved		619	387273
KRTAP5-11	Approved		619	440051
KRTAP5-13P	Approved	KRTAP5P1	619	387275
KRTAP5-14P	Approved	KRTAP5P2	619	387276
KRTAP5-AS1	Approved		1987	338651
KRTAP6-1	Approved		619	337966
KRTAP6-2	Approved		619	337967
KRTAP6-3	Approved		619	337968
KRTAP7-1	Approved		619	337878
KRTAP8-1	Approved		619	337879
KRTAP8-2P	Approved	KRTAP8P1	619	337980
KRTAP8-3P	Approved	KRTAP8P2	619	337981
KRTAP9-1	Approved	KRTAP9L3	619	728318
KRTAP9-2	Approved		619	83899
KRTAP9-3	Approved		619	83900
KRTAP9-4	Approved		619	85280
KRTAP9-6	Approved	KRTAP9L2	619	100507608
KRTAP9-7	Approved	KRTAP9L1	619	100505724
KRTAP9-8	Approved		619	83901
KRTAP9-9	Approved	KRTAP9-5	619	81870
KRTAP9-10P	Approved		619	106480422
KRTAP9-11P	Approved	KRTAP9P1	619	85347
KRTAP9-12P	Approved			100287715
KRTAP9L1	Symbol Withdrawn			
KRTAP9L2	Symbol Withdrawn			
KRTAP9L3	Symbol Withdrawn			
KRTAP10-1	Approved	KRTAP18-1	619	386677
KRTAP10-2	Approved	KRTAP18-2	619	386679
KRTAP10-3	Approved	KRTAP18-3	619	386682
KRTAP10-4	Approved	KRTAP18-4	619	386672
KRTAP10-5	Approved	KRTAP18-5	619	386680
KRTAP10-6	Approved	KRTAP18-6	619	386674
KRTAP10-7	Approved	KRTAP18-7	619	386675
KRTAP10-8	Approved	KRTAP18-8	619	386681
KRTAP10-9	Approved	KRTAP18-9	619	386676
KRTAP10-10	Approved		619	353333
KRTAP10-11	Approved	KRTAP18-11	619	386678
KRTAP10-12	Approved	KRTAP18-12	619	386685
KRTAP10-13P	Approved		619	100874224
KRTAP11-1	Approved		619	337880
KRTAP12-1	Approved		619	353332
KRTAP12-2	Approved		619	353323
KRTAP12-3	Approved		619	386683
KRTAP12-4	Approved		619	386684
KRTAP12-5P	Approved	KRTAP12-6P	619	112268487
KRTAP12-6P	Symbol Withdrawn		619	
KRTAP13-1	Approved		619	140258
KRTAP13-2	Approved		619	337959
KRTAP13-3	Approved		619	337960
KRTAP13-4	Approved		619	284827
KRTAP13-5P	Approved	KRTAP13P1	619	337964
KRTAP13-6P	Approved	KRTAP13P2	619	337965
KRTAP15-1	Approved		619	254950
KRTAP16-1	Approved		619	100505753
KRTAP17-1	Approved		619	83902
KRTAP18-1	Symbol Withdrawn			
KRTAP18-2	Symbol Withdrawn			
KRTAP18-3	Symbol Withdrawn			
KRTAP18-5	Symbol Withdrawn			
KRTAP18-7	Symbol Withdrawn			
KRTAP18-9	Symbol Withdrawn			
KRTAP19-1	Approved		619	337882
KRTAP19-2	Approved		619	337969
KRTAP19-3	Approved		619	337970
KRTAP19-4	Approved		619	337971
KRTAP19-5	Approved		619	337972
KRTAP19-6	Approved		619	337973
KRTAP19-7	Approved		619	337974
KRTAP19-8	Approved		619	728299
KRTAP19-9P	Approved	KRTAP19P1	619	337982
KRTAP19-10P	Approved	KRTAP19P2	619	337983
KRTAP19-11P	Approved	KRTAP19P3	619	337984
KRTAP19P4	Symbol Withdrawn	KRTAP19P4		
KRTAP20-1	Approved		619	337975
KRTAP20-2	Approved		619	337976
KRTAP20-3	Approved	KRTAP19P4	619	337985
KRTAP20-4	Approved		619	100151643
KRTAP21-1	Approved		619	337977
KRTAP21-2	Approved		619	337978
KRTAP21-3	Approved		619	100288323
KRTAP21-4P	Approved	KRTAP21P1	619	337986
KRTAP22-1	Approved		619	337979
KRTAP22-2	Approved		619	100288287
KRTAP23-1	Approved		619	337963
KRTAP24-1	Approved		619	643803
KRTAP25-1	Approved		619	100131902
KRTAP26-1	Approved		619	388818
KRTAP27-1	Approved		619	643812
KRTAP29-1	Approved		619	100533177
KRTCAP2	Approved		445	200185
KRTCAP2P1	Approved			730043
KRTCAP3	Approved			200634
KRTDAP	Approved			388533
KRTL1	Symbol Withdrawn			
KSR1	Approved	KSR	1157	8844
KSR1P1	Approved			
KSR2	Approved		1157	283455
KSS	Entry Withdrawn			
KTI12	Approved			112970
KTN1	Approved			3895
KTN1-AS1	Approved	C14orf33	1987	100129075
KWE	Entry Withdrawn			
KXD1	Approved	C19orf50	1048	79036
KXD1-AS1	Approved		1987	
KY	Approved			339855
KYAT1	Approved	CCBL1		883
KYAT3	Approved	CCBL2		56267
KYNU	Approved			8942
KYNUP1	Approved			729321
KYNUP2	Approved			729310
KYNUP3	Approved			729323
L1CAM	Approved	HSAS1, SPG1, HSAS, MASA, MIC5, S10	555|593|1410|471	3897
L1CAM-AS1	Approved		1987	100996465
L1RE1	Entry Withdrawn	LRE1		
L1RE2	Entry Withdrawn	LRE4, LRE2		
L1RE3	Entry Withdrawn			
L1RE4	Entry Withdrawn			
L1TD1	Approved		2296	54596
L1TD1P1	Approved			100126007
L2HGDH	Approved	C14orf160	1691|2258	79944
L3HYPDH	Approved	C14orf149		112849
L3MBTL1	Approved	L3MBTL	1263|66|760	26013
L3MBTL2	Approved		1263	83746
L3MBTL2-AS1	Approved		1987	100506544
L3MBTL3	Approved		760|1263	84456
L3MBTL4	Approved		760|1263|1691	91133
L3MBTL4-AS1	Approved		1987	101927150
LACC1	Approved	C13orf31		144811
LACRT	Approved			90070
LACTB	Approved	MRPL56	1791	114294
LACTB2	Approved		1614	51110
LACTB2-AS1	Approved		1987	286190
LACTBL1	Approved		1791	646262
LAD	Symbol Withdrawn			
LAD1	Approved			3898
LAG1	Symbol Withdrawn			
LAG2	Symbol Withdrawn			
LAG3	Approved		471|594	3902
LAGE3	Approved		1313	8270
LAGE3P1	Approved			646808
LAIR1	Approved		594|471	3903
LAIR2	Approved		471|594	3904
LAKLG	Entry Withdrawn	LAKL		
LALBA	Approved		1174	3906
LAMA1	Approved	LAMA	626	284217
LAMA2	Approved	LAMM	626	3908
LAMA3	Approved	LAMNA	626	3909
LAMA4	Approved		626	3910
LAMA4-AS1	Approved		1987	101927640
LAMA5	Approved		626|1691	3911
LAMA5-AS1	Approved		1987	101928158
LAMB1	Approved	CLM	626	3912
LAMB2	Approved	LAMS	626	3913
LAMB2P1	Approved	LAMB2L		22973
LAMB2T	Symbol Withdrawn			
LAMB3	Approved	LAMNB1	626|1691	3914
LAMB4	Approved		626	22798
LAMC1	Approved	LAMB2	626	3915
LAMC1-AS1	Approved		1987	110841583
LAMC2	Approved	EBR2, LAMB2T, LAMNB2, EBR2A	626	3918
LAMC3	Approved		626	10319
LAMM	Symbol Withdrawn			
LAMNA	Symbol Withdrawn			
LAMNB1	Symbol Withdrawn			
LAMNB2	Symbol Withdrawn			
LAMP1	Approved		1910|471	3916
LAMP1P1	Approved	LAMP1L1		100421198
LAMP2	Approved		471|1910	3920
LAMP3	Approved		1910|471	27074
LAMP5	Approved	C20orf103	1910	24141
LAMP5-AS1	Approved		1987	101929329
LAMS	Symbol Withdrawn			
LAMTOR1	Approved	C11orf59	1040	55004
LAMTOR2	Approved	ROBLD3	1040	28956
LAMTOR3	Approved	MAP2K1IP1, MAPKSP1	1040	8649
LAMTOR3P1	Approved			100130119
LAMTOR3P2	Approved			
LAMTOR4	Approved	C7orf59	1040	389541
LAMTOR5	Approved	HBXIP	1040	10542
LAMTOR5-AS1	Approved		1987	101410535
LAMTOR5P1	Approved	HBXIPP1		
LANCL1	Approved	GPR69A		10314
LANCL1-AS1	Approved		1987	102724820
LANCL2	Approved	GPR69B		55915
LANCL3	Approved			347404
LAP3	Approved	PEPS	104	51056
LAP3P1	Approved			100873864
LAP3P2	Approved			389386
LAPTM4A	Approved	MBNT		9741
LAPTM4A-DT	Approved		1990	105373463
LAPTM4B	Approved			55353
LAPTM4BP1	Approved			645900
LAPTM4BP2	Approved			107075219
LAPTM5	Approved		1691	7805
LARGE-AS1	Approved		1987	100506195
LARGE-IT1	Approved		1989	
LARGE1	Approved	LARGE	1691|436	9215
LARGE1-AS1	Approved		1987	107985565
LARGE2	Approved	GYLTL1B	436	120071
LARP1	Approved		625|1691	23367
LARP1B	Approved	LARP2	625	55132
LARP1BP1	Approved			644578
LARP1BP2	Approved			
LARP1BP3	Approved			644403
LARP1P1	Approved	HCG10P		100379623
LARP4	Approved		625	113251
LARP4B	Approved	KIAA0217, LARP5	625	23185
LARP4B-DT	Approved		1990	101927762
LARP4P	Approved			554354
LARP6	Approved		625	55323
LARP7	Approved		725|1676|625	51574
LARP7P1	Approved			
LARP7P2	Approved			
LARP7P3	Approved			
LARP7P4	Approved			100421509
LARRPM	Approved		1992	100270746
LARS1	Approved	LARS	131	51520
LARS2	Approved		131	23395
LARS2-AS1	Approved		1987	
LAS1L	Approved		1301	81887
LASP1	Approved		1218|1691|2240	3927
LASP1NB	Approved	LINC00672		100505576
LASTR	Approved	LINC02657	1992	105376382
LAT	Approved			27040
LAT2	Approved	WBSCR15, WBSCR5		7462
LATS1	Approved		1625	9113
LATS2	Approved		1625	26524
LATS2-AS1	Approved		1987	
LAX1	Approved			54900
LAYN	Approved		1298	143903
LBC	Symbol Withdrawn			
LBH	Approved			81606
LBHD1	Approved	C11orf48		79081
LBHD2	Approved			107984640
LBP	Approved		456	3929
LBR	Approved		780	3930
LBX1	Approved		519	10660
LBX1-AS1	Approved		1987	399806
LBX2	Approved		519	85474
LBX2-AS1	Approved		1987	151534
LCA	Symbol Withdrawn			
LCA3	Symbol Withdrawn			
LCA4	Symbol Withdrawn			
LCA5	Approved	C6orf152		167691
LCA5L	Approved	C21orf13		150082
LCA9	Symbol Withdrawn			
LCAL1	Approved		1992	80078
LCAT	Approved			3931
LCCS1	Symbol Withdrawn	LCCS1		
LCCS2	Symbol Withdrawn	LCCS2		
LCD1	Symbol Withdrawn			
LCDR	Approved	LINC00653	1992	100270804
LCE1A	Approved		627	353131
LCE1B	Approved	SPRL2A	627	353132
LCE1C	Approved		627	353133
LCE1D	Approved		627	353134
LCE1E	Approved		627	353135
LCE1F	Approved		627	353137
LCE2A	Approved		627	353139
LCE2B	Approved	SPRL1B	627	26239
LCE2C	Approved		627	353140
LCE2D	Approved	SPRL1A	627	353141
LCE3A	Approved		627	353142
LCE3B	Approved		627	353143
LCE3C	Approved	SPRL3A	627	353144
LCE3D	Approved	SPRL6B, SPRL6A	627	84648
LCE3E	Approved		627	353145
LCE4A	Approved	SPRL4A	627	199834
LCE5A	Approved	SPRL5A	627	254910
LCE6A	Approved	C1orf44	627	448835
LCE7A	Approved		627	122526777
LCEP1	Approved			450208
LCEP2	Approved			450209
LCEP3	Approved			450211
LCEP4	Approved			450210
LCIIAR	Approved		1992	100130111
LCK	Approved		741|1388	3932
LCLAT1	Approved	LYCAT	46|2147	253558
LCMT1	Approved		2058|1265	51451
LCMT1-AS1	Approved		1987	102723510
LCMT1-AS2	Approved		1987	100506655
LCMT2	Approved		2059	9836
LCN1	Approved		631	3933
LCN1P1	Approved	LCN1L1		286310
LCN1P2	Approved	LCN1L2		653163
LCN2	Approved		631	3934
LCN5	Symbol Withdrawn			
LCN6	Approved		631|1691	158062
LCN8	Approved	LCN5	631	138307
LCN9	Approved		631	392399
LCN10	Approved		631	414332
LCN12	Approved		631	286256
LCN15	Approved		631	389812
LCNL1	Approved			401562
LCOR	Approved	C10orf12		84458
LCORL	Approved			254251
LCORLP1	Approved			
LCP1	Approved		863	3936
LCP2	Approved	SLP76	741	3937
LCS1	Entry Withdrawn			
LCT	Approved		1652	3938
LCT-AS1	Approved		1987	100507600
LCTL	Approved		1652	197021
LD	Symbol Withdrawn			
LDAF1	Approved	TMEM159		57146
LDAH	Approved	C2orf43		60526
LDB1	Approved		1677	8861
LDB2	Approved		1677	9079
LDB3	Approved	CMD1C	1220|1218	11155
LDC	Symbol Withdrawn			
LDC1P	Approved	LINC01225		149086
LDHA	Approved			3939
LDHAL6A	Approved			160287
LDHAL6B	Approved	LDHAL6		92483
LDHAL6CP	Approved			121498
LDHAL6DP	Approved			100420508
LDHAL6EP	Approved			100420462
LDHAL6FP	Approved			100420477
LDHAP1	Approved	LDHAL1		3940
LDHAP2	Approved	LDHAL2		100190799
LDHAP3	Approved	LDHAL3		442013
LDHAP4	Approved	LDHAL4		158222
LDHAP5	Approved	LDHAL5		729666
LDHAP7	Approved	LDHAL7		100190800
LDHB	Approved			3945
LDHBP1	Approved	LDHBL1		100289475
LDHBP2	Approved	LDHBP, LDHBL2		3947
LDHBP3	Approved			100129283
LDHC	Approved			3948
LDHD	Approved		2258	197257
LDLR	Approved		634|1691	3949
LDLR-AS1	Approved		1987	115271120
LDLRAD1	Approved			388633
LDLRAD2	Approved			401944
LDLRAD3	Approved		1691	143458
LDLRAD4	Approved	C18orf1	1691	753
LDLRAD4-AS1	Approved		1987	100288122
LDLRAP1	Approved			26119
LDOC1	Approved	BCUR1	1409	23641
LE	Symbol Withdrawn			
LEAP2	Approved			116842
LECT2	Approved			3950
LEF1	Approved		1677|1549	51176
LEF1-AS1	Approved		1987	641518
LEFTY1	Approved	LEFTB	1932	10637
LEFTY2	Approved	TGFB4, EBAF	1932	7044
LEFTY3P	Approved			286754
LEISA1	Approved	NAV2-AS6	1987|1992	100126784
LEKR1	Approved			389170
LELP1	Approved			149018
LEMD1	Approved		1087|1691	93273
LEMD1-AS1	Approved		1987	284576
LEMD1-DT	Approved		1990	284577
LEMD2	Approved		1087	221496
LEMD3	Approved		1087	23592
LENEP	Approved			55891
LENG1	Approved		1510|1516	79165
LENG3	Symbol Withdrawn	LENG3		
LENG6	Entry Withdrawn			
LENG7	Symbol Withdrawn			
LENG8	Approved			114823
LENG8-AS1	Approved		1987	
LENG9	Approved			94059
LENG10	Entry Withdrawn			
LENG11	Entry Withdrawn			
LEO1	Approved		1029	123169
LEP	Approved	OBS, OB	1902	3952
LEPR	Approved		471|594	3953
LEPROT	Approved			54741
LEPROTL1	Approved			23484
LERFS	Approved		1992	403323
LETM1	Approved		2205|863	3954
LETM1P1	Approved			390597
LETM1P2	Approved			100131934
LETM1P3	Approved			100151646
LETM2	Approved		863|2205	137994
LETMD1	Approved		2205	25875
LETR1	Approved	LINC01197	1992	400456
LEU1	Symbol Withdrawn			
LEU7	Symbol Withdrawn			
LEUTX	Approved		521	342900
LFA3	Symbol Withdrawn			
LFNG	Approved		426|1691	3955
LGALS1	Approved		542|629	3956
LGALS2	Approved		629	3957
LGALS3	Approved	LGALS2	629|542	3958
LGALS3BP	Approved		542|1404|861	3959
LGALS4	Approved		629	3960
LGALS7	Approved		629|2293	3963
LGALS7B	Approved		629|2293	653499
LGALS8	Approved		629	3964
LGALS8-AS1	Approved		1987	100287902
LGALS9	Approved		629|542	3965
LGALS9B	Approved		629	284194
LGALS9C	Approved		629	654346
LGALS9DP	Approved			645754
LGALS12	Approved		629	85329
LGALS13	Approved		629	29124
LGALS14	Approved		629	56891
LGALS16	Approved		629	148003
LGALSL	Approved			29094
LGALSL-DT	Approved		1990	105374771
LGCR	Symbol Withdrawn	LGS, LGCR		
LGI1	Approved	EPT	1841	9211
LGI2	Approved		1841	55203
LGI3	Approved		1841	203190
LGI4	Approved		1841	163175
LGMD1	Symbol Withdrawn			
LGMD1A	Symbol Withdrawn	LGMD1, LGMD1A		
LGMD1B	Symbol Withdrawn	LGMD1B		
LGMD1D	Symbol Withdrawn			
LGMD1F	Symbol Withdrawn			
LGMD1G	Symbol Withdrawn			
LGMD1H	Entry Withdrawn			
LGMD2	Symbol Withdrawn			
LGMD2A	Symbol Withdrawn			
LGMD2B	Symbol Withdrawn			
LGMD2C	Symbol Withdrawn			
LGMD2G	Symbol Withdrawn			
LGMD2H	Symbol Withdrawn			
LGMD2L	Symbol Withdrawn			
LGMN	Approved	PRSC1		5641
LGMNP1	Approved	LGMN2P		122199
LGR4	Approved	GPR48	262	55366
LGR4-AS1	Approved		1987	105376671
LGR5	Approved	GPR67, GPR49	262	8549
LGR6	Approved		262	59352
LGSN	Approved	GLULD1		51557
LGTN	Approved			100529141
LHB	Approved		542|1896	3972
LHCGR	Approved	HHG	199	3973
LHFPL1	Approved		1489	340596
LHFPL2	Approved		1489	10184
LHFPL3	Approved	LHFPL4	1489	375612
LHFPL3-AS1	Approved		1987	645591
LHFPL3-AS2	Approved		1987	723809
LHFPL4	Approved		1489	375323
LHFPL4	Symbol Withdrawn			
LHFPL5	Approved	DFNB67	1489	222662
LHFPL6	Approved	LHFP	1489	10186
LHFPL7	Approved	TMEM211	1489	255349
LHON	Symbol Withdrawn			
LHPP	Approved		1045|1377	64077
LHRH	Symbol Withdrawn			
LHX1	Approved		522	3975
LHX1-DT	Approved		1990	102723471
LHX2	Approved		522	9355
LHX2-AS1	Approved		1987	100505588
LHX3	Approved		522	8022
LHX4	Approved		522	89884
LHX4-AS1	Approved		1987	100527964
LHX5	Approved		522	64211
LHX5-AS1	Approved		1987	104355219
LHX6	Approved		522	26468
LHX8	Approved		522	431707
LHX8-AS1	Approved		1987	
LHX9	Approved		522	56956
LIAS	Approved		2036	11019
LIAT1	Approved	C17orf97		400566
LIF	Approved		1264|542	3976
LIF-AS1	Approved		1987	
LIF-AS2	Approved		1987	91370
LIFR	Approved		555|1691|471	3977
LIFR-AS1	Approved		1987	100506495
LIG1	Approved		1247|1269	3978
LIG2	Symbol Withdrawn	LIG2		
LIG3	Approved	LIG2	1247|94	3980
LIG4	Approved		1247	3981
LILRA1	Approved		1181|471	11024
LILRA2	Approved		1181|471	11027
LILRA2P1	Approved			100422604
LILRA3	Approved		1181|471	11026
LILRA4	Approved		1181|471	23547
LILRA5	Approved	LILRB7	1181|471	353514
LILRA6	Approved	LILRB6	1181|471	79168
LILRB1	Approved		471|1182	10859
LILRB1-AS1	Approved		1987	
LILRB2	Approved		1410|1182|471	10288
LILRB3	Approved		471|1182	11025
LILRB4	Approved		1182|471	11006
LILRB5	Approved		471|1182	10990
LILRP1	Approved		471	79167
LILRP2	Approved		471	79166
LIM2	Approved			3982
LIM2-AS1	Approved		1987	105372446
LIMA1	Approved		1691|1218	51474
LIMAB1	Symbol Withdrawn			
LIMASI	Approved		1992	105372272
LIMCH1	Approved		1218	22998
LIMD1	Approved		1403	8994
LIMD1-AS1	Approved		1987	644714
LIMD2	Approved		1218	80774
LIME1	Approved			54923
LIMK1	Approved		1220|1218|1617	3984
LIMK2	Approved		1218|1617|1220	3985
LIMK2P1	Approved			139952
LIMM	Symbol Withdrawn			
LIMS1	Approved		1218|1163	3987
LIMS1-AS1	Approved		1987	
LIMS2	Approved		1163	55679
LIMS3	Approved		1218|1163	96626
LIMS4	Approved	LIMS3L	1163	100288695
LIN7A	Approved		1220|1691|1223	8825
LIN7B	Approved		1223|1220	64130
LIN7C	Approved		1220|1223	55327
LIN9	Approved		2281	286826
LIN28A	Approved	LIN28	74	79727
LIN28AP1	Approved			129402
LIN28AP2	Approved			100287388
LIN28AP3	Approved			441940
LIN28B	Approved			389421
LIN28B-AS1	Approved	C6orf220, LINC00577	1987	100113403
LIN37	Approved		2281	55957
LIN52	Approved	C14orf46	2281	91750
LIN54	Approved		2281	132660
LINC-PINT	Approved	MKLN1-AS1	1992|1688	378805
LINC-ROR	Approved		1992	100885779
LINC00028	Approved	C20orf93, NCRNA00028	1986	140875
LINC00029	Approved	C20orf51, NCRNA00029	1986	100144596
LINC00051	Approved	C8orf43, NCRNA00051	1986	619434
LINC00052	Approved	TMEM83, NCRNA00052	1986	145978
LINC00092	Approved	NCRNA00092	1986	100188953
LINC00102	Approved	NCRNA00102	715|1986	
LINC00106	Approved	CXYorf8, NCRNA00106	715|1986	751580
LINC00108	Entry Withdrawn	CXYorf11, NCRNA00108		
LINC00111	Approved	C21orf21, NCRNA00111	1986	54090
LINC00112	Approved	C21orf22, NCRNA00112	1986	54089
LINC00113	Approved	C21orf23, NCRNA00113	1986	54088
LINC00114	Approved	C21orf24, NCRNA00114	1986	400866
LINC00115	Approved	NCRNA00115	1986	79854
LINC00158	Approved	C21orf42, NCRNA00158	1986	54072
LINC00159	Approved	C21orf44, NCRNA00159	1986	
LINC00160	Approved	C21orf52, NCRNA00160	1986	54064
LINC00161	Approved	C21orf100, NCRNA00161	1986	118421
LINC00163	Approved	C21orf134, NCRNA00163	1986	727699
LINC00165	Approved	C21orf135, NCRNA00165	1986	727701
LINC00173	Approved	NCRNA00173	1986	100287569
LINC00174	Approved	NCRNA00174	1986	285908
LINC00184	Approved	NCRNA00184	1986	100302691
LINC00189	Approved	C21orf109, NCRNA00189	1986	193629
LINC00200	Approved	C10orf139, NCRNA00200	1986	399706
LINC00205	Approved	NCRNA00205	1986	642852
LINC00207	Approved	NCRNA00207	1986	388910
LINC00208	Approved	C8orf14, NCRNA00208	1986	
LINC00210	Approved	NCRNA00210	1986	100885798
LINC00216	Approved	C14orf107, NCRNA00216	1986	55451
LINC00221	Approved	C14orf98, NCRNA00221	1986	338005
LINC00222	Approved	C6orf181, NCRNA00222	1986	387111
LINC00226	Approved	C14orf97, NCRNA00226	1986	338004
LINC00229	Approved	C22orf10, NCRNA00229	1986	
LINC00235	Approved	C16orf10, NCRNA00235	1986	64493
LINC00237	Approved	NCRNA00237	1986	105372556
LINC00239	Approved	C14orf72, NCRNA00239	1986	145200
LINC00240	Approved	C6orf41, NCRNA00240	1986	100133205
LINC00242	Approved	C6orf122, NCRNA00242	1986	401288
LINC00243	Approved	C6orf214, NCRNA00243	1986	401247
LINC00244	Approved	C7orf4, NCRNA00244	1986	64433
LINC00251	Approved	C8orf25, NCRNA00251	1986	552859
LINC00254	Approved	C16orf32, NCRNA00254	1986	64735
LINC00260	Approved	C1orf217, NCRNA00260	1986	84719
LINC00261	Approved	C20orf56, NCRNA00261	1986	140828
LINC00265	Approved	NCRNA00265	1986	349114
LINC00265-2P	Approved	NCRNA00265B, NCRNA00265-2P		100287296
LINC00265-3P	Approved	NCRNA00265C, NCRNA00265-3P		100287470
LINC00266-1	Symbol Withdrawn	C20orf69, NCRNA00266, NCRNA00266-1		
LINC00266-2P	Entry Withdrawn	NCRNA00266B, NCRNA00266-2P		
LINC00266-3	Symbol Withdrawn	C6orf88, NCRNA00266C, NCRNA00266-3		
LINC00266-4P	Symbol Withdrawn	NCRNA00266D, NCRNA00266-4P		
LINC00268	Entry Withdrawn	NCRNA00268		
LINC00268-2P	Approved	NCRNA00268B, NCRNA00268-2P		100288610
LINC00269	Approved	CXorf62, NCRNA00269	1986	100996279
LINC00272	Approved	C1orf120, NCRNA00272	1986	388719
LINC00273	Approved	NCRNA00273	1986	649159
LINC00273-2P	Entry Withdrawn	NCRNA00273B, NCRNA00273-2P		
LINC00276	Approved	NCRNA00276	1986	
LINC00278	Approved	NCRNA00278	1986	
LINC00279	Approved	NCRNA00279	1986	100873963
LINC00280	Approved	NCRNA00280	1986	
LINC00283	Entry Withdrawn	NCRNA00283		
LINC00290	Approved	NCRNA00290	1986	728081
LINC00293	Approved	NCRNA00293	1986	497634
LINC00294	Approved	NCRNA00294	1986	283267
LINC00297	Approved	NCRNA00297	1986	
LINC00298	Approved		1986	339788
LINC00299	Approved	C2orf46, NCRNA00299	1986	339789
LINC00301	Approved	C11orf64, NCRNA00301	1986	283197
LINC00302	Approved	C1orf46, NCRNA00302	1986	388699
LINC00303	Approved	C1orf157, NCRNA00303	1986	284573
LINC00304	Approved	C16orf81, NCRNA00304	1986	283860
LINC00305	Approved	C18orf20, NCRNA00305	1986	221241
LINC00307	Approved	NCRNA00307	1986	266919
LINC00308	Approved	C21orf74, NCRNA00308	1986	54143
LINC00309	Approved	NCRNA00309	1986	150992
LINC00310	Approved	C21orf82, NCRNA00310	1986	114036
LINC00311	Approved	TMEM148, NCRNA00311	1986	197196
