,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH3B2,ALDH7A1,ANO1,APLNR,ARIH1,ATM,ATP2A2,BARX2,BIRC6,CAPN15,CAPN8,CARD8,CBLIF,CDC42,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,COPS2,COPS6,CSF2,CSNK1G3,CTNNB1,CTSL,CYP11B1,CYP2A7,DAD1,DDB1,DDX41,DHX38,DLEC1,DMTF1,DNA2,DUSP1,DYNLL1,E4F1,EGLN1,EIF4A3,ELOA,ETF1,FANCM,FFAR3,FGF1,FOLR1,FOXJ2,FOXJ3,FPR3,FURIN,FXYD2,GABBR1,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HESX1,HSPA2,HSPA5,HTR6,HYOU1,IKZF4,IL5,INPPL1,JUN,KCNAB1,KCNJ5,KIF5B,KLF13,LEPR,LZTR1,MAP2K1,MAP2K7,MAP3K6,MAPK7,MBD1,MIR9-1HG,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NDOR1,NFKBIB,NFRKB,NFYA,NFYB,NFYC,NTF4,NXF1,OGA,OGT,PCSK7,PCYT1A,PDCL,PDE6H,PHYHD1,PKIB,PKMYT1,POLA2,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP1R12A,PPP2R1A,PRDM10,PRIM1,PRKACB,PRKCE,PTBP1,PUS3,PYGM,RAN,RC3H2,REST,REV3L,RPN1,SAE1,SCN8A,SEC16A,SLC17A7,SLC26A5,SLK,SMPDL3B,SRD5A1,SSBP2,STK11,STT3A,STX18,TCIRG1,THAP11,TNFRSF4,TRAF3,TRIM48,UBA2,VCP,VHL,VN1R2,XAB2,YARS1,ZNF302,ZNF467,ZNF83
PYGM,-0.01308338,0.5422895,0.5533975,0.30820563,-0.36658102,0.46682546,0.3944596,0.5771128,-0.48411256,0.56449705,-0.51528025,-0.21261929,-0.59342456,-0.43062922,0.22062758,0.26240194,-0.46224177,0.40487793,-0.08325591,0.49638623,0.4969337,0.51005995,0.5833853,0.27061266,0.5417001,0.3487808,-0.39937693,-0.31199908,-0.42711154,0.42045328,0.4649713,0.39635625,0.28944957,-0.27758014,0.23698089,0.6016424,0.4939886,-0.42795354,0.30683923,0.52257156,0.62284255,0.48296982,0.528548,0.29983008,0.5023948,-0.46276796,0.43512797,-0.033134673,-0.099496916,-0.4945796,-0.36895853,0.36351293,-0.34504315,-0.014024728,0.5984457,0.46630082,0.3282254,-0.47241843,-0.3965459,-0.41810167,0.09104619,0.5048256,-0.46423516,0.6261601,0.15240134,-0.36853102,-0.40188965,0.44730383,0.45603207,-0.4468808,0.0285976,-0.08644989,0.44531655,-0.53631735,0.5700521,0.32849824,0.5785666,-0.33463305,0.03863034,-0.47521713,-0.29137734,0.48881242,0.101708256,-0.3709787,0.44248205,-0.5931018,-0.3937138,-0.32940292,-0.3526739,-0.11366172,0.3994868,-0.09707527,0.0467523,0.4743344,0.41407114,-0.43482226,0.4789234,-0.31855386,-0.41946605,0.2886909,0.1785805,0.31255576,-0.35762855,-0.048947707,-0.19856293,0.2800479,-0.31341144,-0.4009511,-0.3044771,-0.4569783,-0.43066788,0.5412838,-0.3282862,0.4077443,0.02975963,0.48095283,0.54677033,0.47688586,0.39837107,0.43751144,-0.024878059,-0.60893357,0.33636644,0.37621,-0.33284575,0.49133366,-0.49977854,1.0,-0.04994295,0.40617317,0.4384347,0.35877407,-0.46072185,-0.52487576,0.4541998,-0.35092348,0.35619032,0.56272876,-0.0015090657,0.44619906,-0.03985881,0.15326753,0.31392348,-0.44297498,-0.08430752,0.65920645,-0.4400873,0.4823399,-0.17205548,0.5696962,-0.44827855,-0.019404652,0.014932048,-0.3585461,0.073559925,-0.4106348,-0.48198754,-0.0059335455,-0.37491795
RAN,0.8281755,0.124276556,-0.053950008,0.09764713,-0.1055637,-0.1888944,0.1842531,0.0030211443,0.13631321,-0.12052363,-0.03208822,0.29424196,0.02162529,0.011258958,-0.25404522,0.02562411,-0.031012803,0.17821541,0.21812518,0.056913514,0.20398755,-0.0008727696,-0.018307678,0.109537005,-0.16641732,0.20743488,0.020076212,0.22670183,-0.10598643,-0.046601757,0.0056161247,0.16523534,0.19065878,0.31061125,0.18338366,-0.18770905,0.26371437,0.01568675,-0.08902252,0.11852343,0.025716659,0.020261247,-0.3016669,-0.23322742,-0.09717512,0.032188267,-0.14570364,-0.032302976,0.87023854,-0.014498838,0.083637655,-0.17500253,-0.1457384,-0.13695556,-0.04242425,-0.14629507,-0.017531924,-0.1105964,0.011129713,0.16698462,-0.5532584,0.07672823,-0.1121472,-0.03933144,-0.5687374,-0.13925847,0.14504157,0.01087692,-0.07714168,-0.08108317,-0.6297394,0.764424,-0.20315783,0.025663763,0.07754865,0.08681597,-0.08743877,-0.03140381,-0.5355969,0.081376225,0.07060048,-0.016707102,0.17234229,0.034219578,0.043396797,0.06030622,0.048693575,0.12776582,0.056120567,-0.20796327,-0.16109458,-0.5027793,-0.023298671,0.005169419,-0.08808694,0.022743294,-0.20174836,-0.15051022,0.13962412,-0.11930929,-0.24984905,-0.2958758,-0.043681007,0.8411123,0.132184,0.021987902,0.1120824,0.07554644,0.05623543,-0.038379654,0.023382157,-0.17697111,0.2747555,-0.21950537,0.7450621,-0.11104469,-0.029580945,-0.10849307,0.07674246,0.056832626,0.121931754,0.18874745,-0.14511232,-0.035495088,0.04937788,-0.13149485,0.06405798,-0.04994295,1.0,0.03979526,0.026771769,-0.19613738,0.14364925,0.066793635,0.20386119,0.21667798,0.09898469,-0.050582387,-0.061966132,-0.104937285,-0.5589012,0.028929185,0.06475337,-0.026791135,0.4974822,-0.023907652,0.08007966,-0.11888757,-0.019747498,0.1763009,0.122032486,0.7382861,0.025970053,-0.08822124,0.7661743,0.056462508,-0.116085954,-0.48120847,-0.048535477
RC3H2,0.10244223,0.4392721,0.4681906,0.33898225,-0.22010201,0.23771289,0.32647195,0.37468082,-0.3518525,0.42892843,-0.34121674,-0.106989644,-0.44751188,-0.19457175,0.2583763,0.0387568,-0.4346988,0.28737366,-0.08598703,0.34070376,0.36169538,0.5679509,0.40950328,0.4873167,0.40862247,0.33286795,-0.3555862,-0.18686105,-0.5463968,0.484158,0.4896211,0.244518,0.2435715,-0.23039792,0.3834881,0.53356403,0.4670961,-0.30916205,0.34269214,0.41212106,0.4107989,0.36651188,0.4974206,0.32359314,0.37195608,-0.19608098,0.44546318,-0.020013776,0.014751092,-0.37307137,-0.28944102,0.38903204,-0.33015355,0.07277563,0.46006414,0.3571916,0.4180111,-0.44061083,-0.39029512,-0.47942743,0.14972188,0.44020918,-0.53313667,0.3604966,0.10543741,-0.42451707,-0.308113,0.10097519,0.3682917,-0.6096906,0.0203341,0.019126812,0.3849341,-0.3627171,0.5192788,0.2751327,0.43809903,-0.4908718,-0.15063632,-0.34737387,-0.12847704,0.37349358,-0.043633934,-0.5532249,0.38192686,-0.61246276,-0.46318537,-0.18146905,-0.55023736,0.1200939,0.45647946,-0.034581732,-0.10149811,0.3194878,0.37020528,-0.4018315,0.36465985,-0.40198582,-0.4203361,0.42527735,0.15345937,0.34428853,-0.38237995,0.055734634,-0.13902202,0.12533937,-0.36483923,-0.26222622,-0.25515467,-0.23162863,-0.27127498,0.39572817,-0.20033424,0.2876514,0.107813194,0.42535758,0.32518077,0.35174304,0.29278588,0.46242893,0.16905497,-0.5042448,0.2629756,0.34253135,-0.36990085,0.25695845,-0.38552237,0.40617317,0.03979526,1.0,0.47567922,0.3238282,-0.31358832,-0.42544067,0.44627288,-0.22703293,0.39309645,0.42449164,0.081794016,0.44851363,-0.015283279,0.52301615,0.1385589,-0.23398954,0.02177185,0.2907983,-0.34485272,0.40253827,-0.07648328,0.617571,-0.3432479,0.08995206,0.10209851,-0.4663184,0.1051741,-0.32733452,-0.49367657,-0.22663729,-0.47011793
REST,0.040646832,0.5356474,0.40871805,0.33860898,-0.2514551,0.36839527,0.2481692,0.3481718,-0.46534738,0.54747355,-0.4604865,-0.38639194,-0.38010773,-0.28315625,0.2592256,0.3742342,-0.4332014,0.20042832,-0.056066696,0.39607015,0.36836794,0.47356448,0.55671906,0.50014436,0.41635036,0.24091783,-0.30563855,-0.38285118,-0.35886002,0.46274015,0.4718451,0.32795644,0.30071217,-0.3724452,0.21023864,0.45806292,0.34261584,-0.23600233,0.4378817,0.2519604,0.31692994,0.37960255,0.41354156,0.2564032,0.57260406,-0.2718674,0.39170548,-0.15351236,0.026698224,-0.40703225,-0.43022895,0.34170628,-0.31453675,-0.02802424,0.4154668,0.46147385,0.589052,-0.41738605,-0.4575805,-0.31779388,0.11716764,0.46741036,-0.47865018,0.4646906,0.13014895,-0.41922837,-0.49851963,0.22816369,0.2745372,-0.37812382,0.023590082,0.020706335,0.37802467,-0.3454148,0.58916193,0.25001976,0.51943284,-0.558346,-0.07659713,-0.43703607,-0.1669847,0.3898734,0.10502986,-0.3129811,0.45967567,-0.59746534,-0.525018,-0.06727337,-0.27006504,-0.15563577,0.5788142,-0.20812769,0.16948415,0.39425907,0.47106826,-0.42581835,0.45566177,-0.22008125,-0.4320602,0.45685953,0.36260194,0.49162406,-0.34234264,0.015859881,-0.13770238,0.27528283,-0.41207996,-0.49745616,-0.51300335,-0.47262865,-0.2214404,0.47114965,-0.39021003,0.32804832,-0.011879694,0.27997884,0.2972954,0.4586995,0.28014228,0.30680853,-0.15568571,-0.52218515,0.40847898,0.41627043,-0.39702576,0.46706092,-0.44927025,0.4384347,0.026771769,0.47567922,1.0,0.34956247,-0.2862616,-0.66332865,0.4198601,-0.3379819,0.37612635,0.45265573,-0.06400254,0.40878367,0.042173136,0.13131316,0.2364646,-0.34451514,-0.20116748,0.3453292,-0.42304432,0.36655572,0.13619685,0.36749566,-0.5341626,-0.0044259243,-0.054968417,-0.27378136,0.010128943,-0.3832987,-0.40651,-0.17206529,-0.3226311
REV3L,-0.20214969,0.13203211,0.25500596,-0.05408009,-0.17370121,0.3400986,0.116107605,0.48526084,-0.51769364,0.594903,-0.1727978,-0.48797187,-0.44475946,-0.16703632,0.36089423,0.37395847,-0.18174376,0.18703642,-0.33929428,0.07531057,0.08873247,0.36462444,0.55201215,0.11899745,0.393491,-0.009105889,-0.12463809,-0.44746885,-0.10985261,0.52717257,0.407723,-0.018893406,-0.12943433,-0.50975907,-0.025029248,0.4502651,0.05962304,-0.43127456,0.4343105,0.2403357,0.16430184,0.23185185,0.3520073,0.5076755,0.40008882,-0.060883567,0.3218094,-0.15554008,-0.1788107,-0.18724665,-0.46000284,0.6196888,-0.056327444,0.022376336,0.44952065,0.4787194,0.3528072,-0.07353833,-0.38494685,-0.49477097,0.24240929,0.48733076,-0.17671682,0.48096028,0.13441782,-0.16020301,-0.50016606,0.22331215,0.40248865,-0.19437462,0.10222582,-0.22344884,0.42923447,-0.3812174,0.3212801,0.03457531,0.36425155,-0.41595873,0.12702778,-0.42528984,-0.0924404,0.2663287,-0.058190983,-0.21641377,0.20292765,-0.5307837,-0.45487508,-0.20584923,-0.31462824,-0.07483184,0.4494681,0.15143403,-0.034623444,0.3543685,0.42824987,-0.1306893,0.5062239,0.050317533,-0.43814638,0.55396867,0.70367986,0.6887241,-0.037517857,-0.17853957,-0.19398531,0.06060481,-0.46512207,-0.36829585,-0.45527506,-0.48557562,-0.38077357,0.18337265,-0.65479755,0.7455295,-0.14693291,0.1819839,0.2772857,0.2186377,0.04063251,0.31284523,-0.00023614336,-0.49491838,0.69531465,0.4046381,-0.18568549,0.3884484,-0.4383385,0.35877407,-0.19613738,0.3238282,0.34956247,1.0,-0.37872684,-0.4147069,0.035770413,-0.39439255,-0.06865603,0.31000125,0.19897947,0.59624135,0.34633842,0.122760475,0.13666141,-0.45878854,-0.38516432,0.27094328,-0.32469028,0.47738153,0.07547958,0.12812361,-0.4807232,-0.16747013,-0.11012308,-0.086202234,-0.20774688,-0.33256307,-0.0876586,-0.034751352,-0.10617616
RPN1,0.14848131,-0.41592163,-0.45428348,-0.099241644,0.45472994,-0.4558093,-0.1756737,-0.4642089,0.48338708,-0.44072542,0.5308073,0.47572902,0.46199378,0.35551754,-0.27714983,-0.27429348,0.20254414,-0.3459812,0.30785355,-0.22060426,-0.36529455,-0.39104515,-0.59301174,-0.2655738,-0.5090386,-0.16959946,0.23164456,0.12268867,0.121559545,-0.35096657,-0.37437665,-0.124747574,-0.13402504,0.5068717,-0.072179556,-0.3966638,-0.21674797,0.6545453,-0.21824878,-0.3420182,-0.4264591,-0.335607,-0.35882318,-0.16560583,-0.4349554,0.47405794,-0.30495822,-0.2889982,0.11393611,0.3606171,0.42088366,-0.15909441,0.16386178,0.2212544,-0.48686007,-0.37615332,-0.44079822,0.15898392,0.50699854,0.35112548,-0.10230895,-0.5021753,0.2901185,-0.60678786,-0.15878022,0.23371127,0.5208097,-0.47146237,-0.29282185,0.3910807,-0.013007753,0.15310636,-0.4104032,0.59587437,-0.25328237,-0.1227962,-0.57090527,0.32224244,0.05992783,0.44030535,0.51168495,-0.40389904,-0.15852846,0.24529243,-0.29848498,0.53797245,0.31457698,0.3272057,0.20048003,0.11498322,-0.42842215,-0.09288885,0.1023357,-0.44039896,-0.5698282,0.31656885,-0.497086,0.09261129,0.3176364,-0.15068473,-0.1884441,-0.28621113,0.17798643,0.14611445,0.31255063,-0.31104007,0.4523736,0.40030587,0.3033081,0.44008982,0.4535898,-0.34844208,0.505691,-0.32090273,0.10182166,-0.22634384,-0.5653495,-0.28973266,-0.07918829,-0.2557626,-0.04043609,0.61347485,-0.26646996,-0.42583743,0.12499616,-0.5966365,0.4802388,-0.46072185,0.14364925,-0.31358832,-0.2862616,-0.37872684,1.0,0.4761021,-0.21802184,0.57684094,-0.23344457,-0.26770672,-0.15890001,-0.33138976,-0.13154855,0.068659805,-0.46920672,0.5740836,0.25027475,-0.41196042,0.48943943,-0.4754377,0.1440411,-0.40633678,0.4566201,0.09552921,-0.21063642,0.24701251,0.05551554,0.5196262,0.35740814,-0.1894889,0.12361428
SAE1,0.019481646,-0.58300513,-0.51410335,-0.32378992,0.35734016,-0.44337794,-0.26326463,-0.42737567,0.56457335,-0.7589401,0.5354462,0.5167776,0.61381966,0.32198626,-0.42393145,-0.57353985,0.5242932,-0.20790711,0.20289871,-0.42323524,-0.45456776,-0.3781987,-0.5827984,-0.54671985,-0.5036744,-0.21895958,0.48505816,0.5285802,0.37561724,-0.5163332,-0.57205546,-0.332162,-0.2657191,0.664034,-0.19461684,-0.4797583,-0.36243865,0.38210025,-0.5123319,-0.4904684,-0.47343177,-0.56708306,-0.49956954,-0.37481275,-0.5655426,0.30325323,-0.3359469,0.24473245,0.029099109,0.4183036,0.49471998,-0.3950363,0.47531387,-0.05110234,-0.45495445,-0.42753485,-0.61992884,0.48048648,0.5155983,0.48883116,-0.088651665,-0.57216024,0.5769834,-0.5900647,-0.17138089,0.4247725,0.5953278,-0.3314367,-0.23296294,0.45644367,-0.013303549,0.051588483,-0.34905368,0.3907245,-0.58328706,-0.40510136,-0.63397616,0.5510553,0.061703265,0.49631923,0.23774748,-0.47649837,0.01963361,0.3283206,-0.55767274,0.6526431,0.45914894,0.19370444,0.33101505,0.39701247,-0.6116623,0.118666604,-0.23539321,-0.512947,-0.51708204,0.38527417,-0.48909512,0.267553,0.59306866,-0.46994144,-0.43896803,-0.53912735,0.40796515,-0.018703135,0.043614984,-0.090556026,0.64642435,0.6509139,0.59875685,0.43592888,0.25932434,-0.44423553,0.5795722,-0.4405939,0.07771883,-0.27272606,-0.38964158,-0.49587813,-0.41456914,-0.47130236,0.26830646,0.6632112,-0.48853606,-0.31357598,0.40611714,-0.5241855,0.6280832,-0.52487576,0.066793635,-0.42544067,-0.66332865,-0.4147069,0.4761021,1.0,-0.44846758,0.49575645,-0.3768956,-0.45088854,-0.011957036,-0.5266182,-0.01814957,-0.14776468,-0.3000021,0.52674896,0.17745556,-0.36393523,0.41102308,-0.39394262,-0.19947967,-0.36407593,0.8532795,0.04583677,0.181935,0.43379593,-0.032275744,0.43976563,0.47020224,0.15198228,0.43571448
SCN8A,0.26865527,0.6716153,0.49061218,0.65435725,-0.23846504,0.28685802,0.56887656,0.27618492,-0.31610346,0.35468563,-0.5286871,-0.03630559,-0.44136137,-0.26585424,0.18915084,0.25641584,-0.6685326,0.38510776,0.16829963,0.61397475,0.6107057,0.40327138,0.28377116,0.64697826,0.28020185,0.58179575,-0.53577954,-0.08994393,-0.6052032,0.24038893,0.34275123,0.4843419,0.62847847,-0.07882234,0.5876142,0.44315502,0.70214605,-0.20928696,0.16805127,0.39779064,0.40595177,0.49869904,0.37289387,0.12608215,0.26838198,-0.29867166,0.20895667,-0.09330115,0.19938123,-0.4145799,-0.1391847,0.23556367,-0.66330373,-0.08119292,0.35484797,0.21888536,0.3590784,-0.67010677,-0.30282363,-0.32556936,-0.054944586,0.3330324,-0.7033686,0.36420074,-0.054533403,-0.67915684,-0.15486924,0.12322834,0.17047183,-0.5622612,-0.14980721,0.24866334,0.21199863,-0.36795247,0.61137676,0.5059571,0.36469808,-0.2706395,-0.37515232,-0.19644734,-0.1912069,0.43865567,0.123032264,-0.451991,0.6145793,-0.41278276,-0.22377042,-0.10831293,-0.36647472,-0.25481683,0.27176934,-0.22565122,0.058297724,0.40723357,0.23436588,-0.44363502,0.13702312,-0.63123405,-0.35644,0.3100141,-0.020322518,0.07530163,-0.6074345,0.2868215,-0.00087857386,0.15422134,-0.16073442,-0.30678812,-0.30745426,-0.1319445,-0.26322684,0.5884776,-0.08666724,0.15405609,0.29715154,0.38094756,0.33283827,0.50769687,0.4912988,0.5206941,0.114264555,-0.4330924,0.16121458,0.157387,-0.3729267,0.27918407,-0.39187676,0.4541998,0.20386119,0.44627288,0.4198601,0.035770413,-0.21802184,-0.44846758,1.0,-0.2053096,0.6631111,0.5278867,-0.047621503,0.26233184,-0.2376783,0.39374655,0.22776788,-0.32781103,0.3547911,0.42210543,-0.27644467,0.20593396,0.039208587,0.5847444,-0.24623922,0.3343617,0.07373436,-0.6355752,0.3855886,-0.25767362,-0.68894863,-0.32796422,-0.55036694
SEC16A,0.11408754,-0.34448048,-0.4388613,-0.07409076,0.30243453,-0.57425326,-0.09658907,-0.40533286,0.40040615,-0.42626658,0.34037903,0.60163575,0.50002635,0.36889347,-0.4310737,-0.3102389,0.20487529,-0.29537126,0.26390594,-0.17180638,-0.37154174,-0.42743996,-0.44360438,-0.18700829,-0.5846709,0.068530776,0.20311026,0.25169677,0.04833133,-0.34120822,-0.4166901,0.05594059,-0.014667645,0.56373537,-0.040519267,-0.43611848,-0.05754301,0.5314031,-0.22850434,-0.33388403,-0.38358375,-0.33997875,-0.29907078,-0.2699802,-0.33560854,0.39149338,-0.2989229,-0.10622014,0.1483751,0.2286077,0.32412574,-0.26930597,0.123556845,-0.046988055,-0.39868352,-0.39823884,-0.47673914,0.122447304,0.25332242,0.35564104,-0.12944247,-0.55414045,0.23222135,-0.63382304,-0.1887532,0.15960595,0.4597855,-0.4211047,-0.12386191,0.24990824,-0.050883245,0.21321556,-0.34416172,0.60792726,-0.28970924,0.017126575,-0.5270654,0.15233025,-0.07521191,0.4683492,0.45399287,-0.42046085,0.10488087,0.1982554,-0.24161486,0.3921521,0.20572853,0.27395055,0.2936606,0.080976486,-0.4721001,-0.016901083,-0.09925632,-0.28864262,-0.52524704,0.20623775,-0.46226907,-0.03356299,0.55715,-0.3212727,-0.3562178,-0.39572337,0.14859147,0.121656194,0.41728073,-0.4155905,0.5248334,0.5993702,0.40264246,0.5141799,0.30498803,-0.21260482,0.63514817,-0.39911014,0.090095885,-0.2800372,-0.5090811,-0.1861961,-0.11397696,-0.21379127,0.16326462,0.6447078,-0.38961026,-0.35793212,0.24162337,-0.5707063,0.558779,-0.35092348,0.21667798,-0.22703293,-0.3379819,-0.39439255,0.57684094,0.49575645,-0.2053096,1.0,-0.14142285,-0.29797488,-0.11081535,-0.3606438,-0.1997159,-0.020868188,-0.37384948,0.60996294,0.38337335,-0.41368932,0.38027176,-0.29211944,0.05225194,-0.24488035,0.5126875,0.15362713,-0.17269957,0.23245429,0.086932324,0.44081554,0.2524335,-0.040623136,0.12954967
SLC17A7,0.1923757,0.67049766,0.40420747,0.643119,-0.17030662,0.2266418,0.49882582,0.17318775,-0.25678533,0.30489653,-0.45469096,0.01139672,-0.29461977,-0.17268226,0.28725266,0.23568639,-0.5602124,0.29599762,0.09614049,0.5209611,0.5290197,0.30332097,0.20171852,0.66351944,0.18572149,0.5394618,-0.50310534,0.0071266354,-0.5339592,0.13736492,0.30241105,0.56848884,0.60886997,-0.14534289,0.5118264,0.3344784,0.65246433,-0.119020976,0.07974315,0.40966868,0.39692318,0.48975858,0.26098,0.024404176,0.24299753,-0.33189875,0.07155976,0.03589938,0.12570754,-0.26253617,-0.008688038,0.069860786,-0.526131,-0.106535874,0.27458277,0.06192942,0.31427845,-0.60838056,-0.29586715,-0.30564535,-0.048803963,0.21304004,-0.5794123,0.27735466,-0.008951973,-0.5292613,-0.13485196,0.080571786,0.025200587,-0.46683577,-0.13129713,0.20978452,0.07687947,-0.26599416,0.45192915,0.42985356,0.36445,-0.15719792,-0.3132052,-0.23854937,-0.24550743,0.43232486,0.07536485,-0.30395004,0.60041857,-0.306776,-0.058141008,-0.14016058,-0.2846502,-0.2323476,0.28617755,-0.18516946,0.10947009,0.4002663,0.22854017,-0.36085936,0.11157334,-0.5411737,-0.25294182,0.1020212,-0.14687175,0.009959319,-0.55681133,0.1623492,0.04937061,0.06714097,-0.176799,-0.27483338,-0.13817243,-0.004641233,-0.16659681,0.5270672,-0.064196505,-0.037427362,0.19747066,0.2940518,0.34421155,0.5222101,0.45155948,0.46388298,0.0272525,-0.33600298,-0.018904533,0.0566907,-0.26976427,0.30763096,-0.3077626,0.35619032,0.09898469,0.39309645,0.37612635,-0.06865603,-0.23344457,-0.3768956,0.6631111,-0.14142285,1.0,0.3638929,-0.041405514,0.17071417,-0.273831,0.3501811,0.29609394,-0.22932532,0.32780424,0.23029558,-0.25276512,0.033005133,0.024049433,0.5776374,-0.1564214,0.23621838,0.09167692,-0.5706015,0.27994567,-0.18556207,-0.62251204,-0.11488886,-0.50372964
SLC26A5,-0.0025586095,0.45134136,0.52325886,0.2953919,-0.33401322,0.4013293,0.5004142,0.4863798,-0.4957974,0.3893398,-0.27225664,-0.18395579,-0.49095473,-0.3224347,0.20139922,0.15326571,-0.48852912,0.37626374,0.055935033,0.4824863,0.3078295,0.45443028,0.4692698,0.31056318,0.48503593,0.28586766,-0.23698825,-0.31143415,-0.4600378,0.3278413,0.431796,0.2904286,0.27033278,-0.12715553,0.28270894,0.59995395,0.4641027,-0.3310521,0.3766909,0.34982032,0.45289278,0.45298404,0.47625592,0.40443555,0.39407063,-0.35425705,0.42259493,-0.06479497,-0.11114566,-0.4395374,-0.32049194,0.5164283,-0.4129049,0.15649125,0.49009693,0.55014455,0.31432542,-0.3955457,-0.32352892,-0.40287846,0.20126818,0.5202001,-0.41084418,0.5152176,0.12213659,-0.4485117,-0.26296568,0.284317,0.44641745,-0.50186956,0.08615023,-0.060919534,0.49779284,-0.46683943,0.57755595,0.27558818,0.534864,-0.38795972,-0.019570787,-0.3078086,-0.16049668,0.5519348,-0.04231862,-0.4273627,0.45280102,-0.5485676,-0.47183275,-0.09281386,-0.4151499,-0.014668477,0.50407714,-0.007421185,0.005934264,0.29877514,0.32389307,-0.38228518,0.35751384,-0.33591145,-0.48177272,0.47899422,0.22913198,0.39600325,-0.4025115,-0.023213822,-0.14572515,0.31706578,-0.14970906,-0.38433734,-0.40180585,-0.3282173,-0.37717736,0.50208855,-0.27926856,0.36587816,0.03062199,0.49338827,0.42435384,0.4575749,0.2014689,0.29054925,-0.013428174,-0.5117034,0.31388605,0.47133297,-0.61713004,0.36402637,-0.33877248,0.56272876,-0.050582387,0.42449164,0.45265573,0.31000125,-0.26770672,-0.45088854,0.5278867,-0.29797488,0.3638929,1.0,0.08445893,0.4832556,0.08415963,0.2633692,0.05979202,-0.3913612,-0.041141152,0.63115346,-0.35524878,0.36096898,-0.15238972,0.46565163,-0.35075912,0.01402576,0.06346092,-0.3929439,-0.002508632,-0.40933418,-0.49838117,-0.114458196,-0.35357717
SLK,-0.06439648,0.020782333,0.08094299,-0.119513586,-0.012622468,0.027088461,0.055137742,0.09721589,-0.19142625,0.05900581,0.10930308,-0.27011645,-0.14143835,0.24845222,0.23218736,-0.0036893133,-0.0044148136,0.012814829,-0.62012255,-0.088354185,0.04838527,0.06849046,0.06621991,0.032044936,0.12815993,-0.017843753,0.081426375,-0.078776084,-0.055618796,0.15819131,0.06756151,-0.07027755,-0.15312344,-0.20825066,-0.022312824,0.0036036167,-0.05928233,-0.17194583,0.21293189,-0.0016276552,-0.03258764,-0.10639294,8.635223e-06,0.013939483,-0.060549594,0.1732543,-0.05654246,-0.102810085,-0.09047948,0.22816171,-0.01947232,0.023245005,0.053595427,0.15653107,0.02252493,0.16341768,0.086858496,0.044751663,0.043915823,0.08774501,0.22534251,0.08937663,-0.016104084,0.11262067,0.083210215,-0.040597454,0.014461062,-0.13223732,0.14297631,-0.13219716,0.015472464,-0.18180628,0.09456658,0.07691334,0.026347518,-0.07792753,0.058339734,-0.041453432,-0.042923156,0.065150835,0.14561099,-0.06940973,-0.1878027,-0.011471345,-0.16184378,-0.074366316,-0.21753684,0.23081005,-0.16252013,0.19117984,0.07491047,0.08327988,-0.1777608,-0.13195226,-0.0229385,0.15652859,0.06812019,0.008147173,-0.09523265,0.20034564,0.21290086,0.2374008,-0.002489496,-0.047003455,-0.13524324,0.11708108,-0.18038936,-0.0013410319,-0.17273353,-0.09420787,0.075534046,-0.07822087,-0.1522984,0.21017948,-0.042043943,-0.0069717495,-0.023197325,0.05158663,-0.17235194,0.0023712707,0.23688008,0.04235265,0.17935114,0.027083933,-0.19010895,-0.028528228,-0.0051721577,-0.0015090657,-0.061966132,0.081794016,-0.06400254,0.19897947,-0.15890001,-0.011957036,-0.047621503,-0.11081535,-0.041405514,0.08445893,1.0,0.03607413,-0.0064663948,0.16118538,-0.062600546,-0.13807276,-0.14213635,-0.002185923,0.047621094,-0.061922878,0.1809195,-0.05655074,-0.09329121,-0.08575848,-0.1990133,0.047722045,-0.12373045,0.032135647,0.01905763,-0.014329411,0.027805816
