,ABCG8,ABTB1,ARFIP2,ARHGAP8,ATG7,B4GALNT2,BCAP31,CAB39,CAMKV,CCL14,CERT1,CRACR2B,CT83,CYB561D2,CYP2A6,ELANE,EML1,EPHX1,FAM110B,FAM114A1,FAM32A,FAM9A,FBXO34,FMR1NB,FSCN2,GALNT5,GPR173,GULP1,HOOK2,HOXC9,ITGB1BP2,KLC3,LSMEM2,MAP4K4,MARCKSL1,MGAT2,MGLL,MOS,MSN,MYT1,NAP1L5,NDE1,NEMP1,NPR2,NTS,OCM,OPA3,OR10G8,PAFAH1B1,PAFAH1B2,PAFAH1B3,PARM1,PI4KB,PIP4K2A,POC1A,PODXL,POLR1D,PPP1R16B,PROSER2,PRR14,PRR15,PTPN5,RBM26,RBM47,RFTN1,RIBC1,RNF41,SCAMP2,SLC25A48,SLC39A1,SLC5A8,SPATA25,SPCS1,SPEG,SPO11,SRPK2,STK38,STK38L,STYK1,SUN2,SYAP1,TEF,TFAP2A,TMED8,TMEM179B,TMPO,TMX4,TOR1A,TOR1AIP2,TOR1B,TSSK4,VGLL4
LSMEM2,-0.35913876,0.30678707,-0.11959477,-0.14387193,-0.01787328,0.16040945,-0.44866168,-0.19603968,0.25164598,-0.07514705,0.10427485,-0.14091653,-0.028311059,0.0035141539,-0.34639344,-0.0514998,-0.055664554,-0.399014,-0.1900478,-0.19358933,0.40333855,0.07247861,-0.17272367,-0.25106344,-0.06637513,-0.12572902,-0.19630465,0.024320066,-0.06670486,0.025388498,0.060729552,0.13989025,1.0,-0.25133073,0.17415899,-0.11296448,-0.07040407,-0.08524281,0.08056733,0.15601605,-0.003833386,0.20832136,0.6515425,-0.35783967,0.03302788,-0.044814333,0.0892154,0.022276592,0.24433377,0.03561888,-0.047763467,-0.06738719,-0.100177355,0.39996803,0.34702688,-0.057487845,-0.03534756,0.043986246,0.078379095,0.3447178,0.28774482,-0.39308268,0.04371777,0.42866626,0.24105108,-0.3246726,-0.12500817,0.0015811995,0.07103165,-0.05706675,0.024192454,-0.036904894,-0.08994231,0.18268082,0.049509402,-0.45764634,-0.11088069,-0.120225415,-0.42322555,0.5776646,-0.26363686,-0.053585853,0.0811089,-0.3732893,-0.15516476,0.51090145,-0.43723217,-0.32552484,-0.46579307,-0.4499467,0.11369707,0.19125983
MAP4K4,-0.022520084,-0.07177201,0.22074568,0.1546275,0.08978744,-0.031672254,0.08794795,0.3792504,-0.47992605,0.042127647,-0.22361201,-0.017279696,0.06778125,-0.069206014,0.067913316,-0.12120336,0.07332261,-0.038510412,0.26889938,0.090874456,-0.04850701,0.0133656915,0.3004037,-0.14102605,-0.04955886,0.075600855,0.37319672,-0.048954986,-0.08568294,-0.06734796,-0.03583312,-0.080309965,-0.25133073,1.0,-0.2282958,0.11533295,-0.05022338,-0.059123017,-0.36905044,0.100317284,0.16477358,-0.050556604,-0.113413304,-0.2019089,-0.15845671,0.040363114,0.024366988,-0.048155304,0.0013775174,-0.008346906,-0.07050876,0.008308155,0.19608039,-0.17407043,-0.15784079,0.033982623,-0.033663493,-0.21368316,-0.18269011,-0.011767543,-0.25033337,-0.10291164,-0.0715948,-0.2630358,-0.25353432,0.07599799,-0.14289692,0.084784806,0.08640481,-0.021804826,-0.045375913,0.111161515,-0.05118275,-0.26750767,-0.010585915,0.009915382,0.27549314,0.3061434,-0.14941232,7.405877e-05,0.09724037,0.01339965,0.14946093,0.08812577,0.17014119,-0.06445575,-0.057489116,-0.027103666,-0.025893977,-0.055634137,-0.06949885,0.015906628
MARCKSL1,0.024459349,0.015667662,-0.5091732,0.07675927,-0.03364435,0.052667513,-0.11639248,-0.45543498,0.52155066,0.040180683,0.65362763,-0.18586208,-0.0056736134,-0.13620374,-0.079987936,-0.03363545,0.009317977,0.050435137,-0.37942454,-0.23158687,-0.035091884,0.025823925,-0.026241824,0.0927784,0.023027455,0.20362848,-0.47505942,-0.0025232248,-0.26626122,0.13646694,0.00892726,0.07527882,0.17415899,-0.2282958,1.0,0.08872023,0.03964294,0.05996704,0.4780584,0.026843574,0.089921206,0.241288,0.15719272,-0.011201064,-0.0878938,-0.06828773,0.07718429,0.064407736,0.24565771,-0.1651651,-0.124742925,-0.030395744,-0.38752872,0.42383066,-0.011146802,0.12439224,0.01882962,-0.0015547723,0.48411426,-0.01771933,0.59409785,0.07518732,-0.116765656,0.37956685,0.62826216,-0.056141034,0.14315486,-0.4828724,0.03519497,0.0710009,0.13757056,-0.095576145,-0.047531806,0.38643232,0.0056740306,0.20001256,-0.41406423,-0.4789638,0.072880894,0.035469525,-0.30554134,-0.031594288,-0.045374103,-0.13273412,-0.47838286,0.0024504848,-0.07076939,-0.0062181978,-0.009868478,0.0946889,0.1279076,0.0025383178
MGAT2,0.07818475,-0.054215863,-0.057318598,0.7337414,-0.014242917,-0.014390789,0.0037116967,0.063664645,-0.014559327,0.09011584,0.11863097,-0.15263103,0.03448312,-0.18091384,0.083062306,-0.45276338,0.071288675,0.090400845,0.0387889,-0.18308778,-0.147425,-0.0453926,0.1723825,0.014961937,-0.0556707,0.46897304,0.04658666,-0.4508099,-0.2323206,0.044437088,0.01168861,0.10572663,-0.11296448,0.11533295,0.08872023,1.0,0.017703865,0.17717737,-0.09041357,-0.05528692,0.08541678,0.29433608,-0.051144898,-0.020459495,-0.39383522,-0.008718129,-0.028266368,0.055484723,0.44344372,-0.19362625,-0.10817057,0.06281224,0.25111014,-0.090587124,-0.049919993,0.7361191,0.049535956,-0.010060505,-0.09887788,-0.048639666,-0.1140036,0.065055236,-0.46702245,0.06469467,-0.08026256,0.11236488,0.06362653,-0.093659595,0.025416264,0.12761597,0.16113825,0.055481236,0.05567785,-0.15150785,-0.43389764,0.21337059,0.092165515,0.090710685,0.05864535,-0.12642217,0.04004642,0.05276674,-0.0035984744,-0.017184734,0.024479616,-0.09048692,0.09723218,0.10392199,0.11108136,0.14400797,-0.013627477,0.020297412
MGLL,0.13668406,-0.11950388,0.0091912355,0.030794494,0.4080018,-0.053685293,0.10823183,-0.01925201,-0.003408229,0.36929893,0.02329149,0.026096394,-0.49478278,-0.09878173,0.12431234,0.04048058,0.33310616,0.09343379,-0.044314377,0.030223522,-0.11898146,0.4811426,0.074009486,0.060128395,0.40948468,-0.014801815,0.029971143,0.04777815,-0.0133521715,0.018946622,-0.46199682,-0.07895657,-0.07040407,-0.05022338,0.03964294,0.017703865,1.0,0.011640955,-0.00615108,0.053183082,0.08215951,-0.020736221,-0.07107319,0.09648916,0.01900407,-0.45814884,0.42688873,-0.49721536,-0.037770003,0.024695583,-0.007445831,0.02273207,0.057151556,-0.081764445,-0.050290663,0.0360392,-0.47302353,-0.050521094,0.044068173,-0.15868819,0.03450979,0.115351826,0.033467706,-0.023040865,-0.013461806,0.023333605,-0.08693868,-0.032298416,0.39903677,0.3442298,0.31844333,-0.44856477,-0.36918092,0.015067732,0.018164556,0.12800893,0.023787964,0.012529299,0.12282863,-0.06583272,0.14152169,0.35802904,0.03844628,0.10627863,0.04034888,-0.08158948,0.15806773,0.042908564,0.041791387,0.036952935,0.38158152,0.3021165
MOS,-0.027640428,-0.073855236,-0.08686889,0.11874838,-0.06854831,-0.010640774,-0.04327228,-0.09806344,0.0029004123,0.05863163,0.110264406,-0.043667793,-0.03516547,0.015315283,0.12931973,-0.1883313,0.06303332,0.06463088,-0.04919598,-0.038267992,-0.15911663,-0.027797127,0.06527164,-0.091876686,-0.023881182,0.23270215,0.047023408,-0.09343428,-0.06704126,-0.45635027,0.054227322,-0.094873294,-0.08524281,-0.059123017,0.05996704,0.17717737,0.011640955,1.0,0.10823583,-0.17079763,-0.01800545,-0.01993666,-0.014239084,-0.014700454,-0.15426101,-0.06656749,0.110008866,-0.037481107,0.008498933,-0.07363879,0.031695023,-0.024340741,0.10841973,-0.017318415,-0.2277138,0.19251533,0.05501022,-0.12198373,-0.026274733,0.2397294,0.020976746,-0.061442886,-0.0504248,0.17414373,0.044111986,0.019423965,0.101016134,-0.024274021,0.05926589,0.075537026,-0.0058413055,-0.04622156,0.14854419,0.07412565,-0.115978025,0.04640523,0.041196525,-0.024144214,0.014060024,-0.25286722,0.023811504,0.03224066,0.036863957,0.05564533,-0.015807424,0.1178707,-0.008071072,-0.04658238,-0.03328444,-0.0059866793,0.030264232,-0.14390934
MSN,0.04327031,0.07388597,-0.3395482,-0.01799503,-0.028276267,0.042203676,-0.01912262,-0.36820704,0.4465574,0.0681656,0.4614914,0.09560331,-0.03098254,-0.06269877,-0.019731617,0.016812027,-0.0016307477,0.07821976,-0.35630524,-0.015509315,-0.0067193545,-0.04727368,-0.044531126,0.16936794,-0.015195625,0.063879214,-0.38267148,0.0053489543,-0.007934064,0.03896094,-0.041387692,0.040967047,0.08056733,-0.36905044,0.4780584,-0.09041357,-0.00615108,0.10823583,1.0,-0.10125939,-0.05668051,0.06245932,0.016160112,0.22502455,0.0803581,0.018402174,0.06833254,0.07778795,0.05120618,-0.0057708668,0.11054084,-0.027571581,-0.39285672,0.25387582,0.013075171,0.020168189,0.062392786,0.21430145,0.385294,-0.05603364,0.49313983,0.11924468,-0.008021194,0.22880894,0.4109752,-0.024481032,0.2609856,-0.26529655,-0.034277167,-0.022296444,0.011634873,-0.09473603,0.104180954,0.43956646,0.0033568703,0.13801065,-0.40611777,-0.509416,0.24019082,-0.13981625,-0.112860575,0.06901027,-0.14578131,-0.083382905,-0.32422715,-0.002672445,0.060797922,0.07340662,0.111333504,0.099559315,0.14594813,-0.08866908
MYT1,-0.056503672,-0.097351976,0.037288755,-0.04343623,0.06421897,-0.010984848,-0.015536278,0.037085943,-0.07148674,0.032911666,0.0863421,-0.082518786,-0.0030580377,-0.0038804766,0.094796605,0.060575906,-0.08613752,-0.08978135,0.110613406,-0.08808572,0.09708138,0.0114653725,0.011998769,-0.16716386,0.033062965,-0.00610454,0.14387602,0.100468546,-0.0018048845,0.08725816,-0.017107118,-0.24268629,0.15601605,0.100317284,0.026843574,-0.05528692,0.053183082,-0.17079763,-0.10125939,1.0,0.22091375,0.12335305,0.089962974,-0.1284848,-0.006723445,0.04428225,0.07219877,-0.04472143,0.11689058,0.08123806,-0.056416776,0.081060976,-0.031912297,0.15048811,-0.058424238,-0.057563975,0.056181457,-0.2288423,0.039666265,-0.0127505995,0.17624205,-0.0666063,0.0036807247,-0.13873482,0.02014077,-0.0820928,-0.55565953,0.058323074,0.13726476,-0.017388951,0.10824902,-0.088414624,-0.04906226,0.08741185,0.08893125,-0.073098734,0.17619592,0.052889753,-0.066395134,0.24422608,-0.07681564,-0.20615098,0.18576899,-0.11277831,0.011474265,0.07344563,-0.089060865,-0.18045722,-0.15371646,-0.15503836,0.0045592263,0.08073677
NAP1L5,-0.032416984,-0.17312148,0.010879006,0.07959292,0.034318276,-0.17381084,0.006471753,-0.051920794,-0.07796658,0.0061964504,0.044655025,-0.3305713,0.08489645,-0.2418505,-0.08465427,0.023209803,-0.14906777,-0.018093891,0.11451884,-0.13865604,-0.15699828,0.03938717,0.30794883,-0.16026188,0.039594762,0.23862588,0.110824294,0.054560818,-0.38162693,-0.002877798,-0.06928498,-0.13882938,-0.003833386,0.16477358,0.089921206,0.08541678,0.08215951,-0.01800545,-0.05668051,0.22091375,1.0,0.49092537,-0.058298822,-0.11520095,-0.0724991,0.010157343,-0.013930542,-0.04986319,0.4119565,-0.37939236,-0.46550062,0.11696963,0.23022218,-0.05929172,0.19293919,0.025627453,0.01082801,-0.17854573,0.016461566,0.0070453957,0.084032826,-0.035397653,-0.016233282,-0.14231354,-0.07762444,0.13676497,-0.10553217,-0.064215615,-0.005714655,0.12326588,0.19329436,0.010206981,-0.017643228,-0.03901149,0.11147168,0.23605593,0.075798444,-0.024391238,-0.083135255,0.09648758,-0.035573892,-0.008834094,0.17025399,0.04555636,0.03444881,0.115887545,-0.046892177,0.066269405,-0.02953281,0.082176976,-0.043169826,0.015949346
NDE1,-0.11321968,0.03529486,-0.16325708,0.19500956,-0.034313343,-0.070479,-0.14563425,-0.21610329,0.19086026,0.11228852,0.21391767,-0.53252226,0.034991644,-0.29474676,-0.2771755,-0.03705875,-0.11070208,-0.090779506,0.012416513,-0.4369138,-0.091806576,0.06540001,0.17785254,-0.2143839,0.008130138,0.35388526,-0.12667622,-0.03057352,-0.65629995,0.044548146,-0.10304411,0.28286457,0.20832136,-0.050556604,0.241288,0.29433608,-0.020736221,-0.01993666,0.06245932,0.12335305,0.49092537,1.0,0.17933668,-0.09629589,-0.12274715,-0.027844977,0.009812041,-0.016222987,0.86093396,-0.5852886,-0.5303623,0.05235006,0.19456494,0.16374558,0.39775324,0.12875502,-0.017651226,-0.05363506,0.05146361,0.11814443,0.13262007,-0.118915714,-0.14661057,0.10279475,0.06317291,0.05408454,0.1282107,-0.18738663,0.012522715,0.10431343,0.22462365,0.03112926,-0.093418024,-0.005722493,-0.05089508,0.13605128,-0.17124607,-0.18030465,-0.17940636,0.234553,-0.20519441,0.022497226,-0.07467963,-0.17485897,-0.15837047,0.18459643,-0.20538388,-0.016402798,-0.057157196,0.049445987,0.05391837,0.036452733
NEMP1,-0.4456809,0.27744108,-0.10499727,-0.04346638,0.028197024,0.17400262,-0.46060008,-0.1659163,0.21525279,-0.085454054,0.046011306,-0.13393772,0.031138029,0.0978619,-0.41300523,-0.048151966,-0.017290544,-0.5190843,-0.16948208,-0.21145096,0.43330985,0.13597035,-0.14359254,-0.4714104,0.0050830664,-0.08105233,-0.15888593,0.0075587286,-0.15051366,-0.0112986,0.07815771,0.20473795,0.6515425,-0.113413304,0.15719272,-0.051144898,-0.07107319,-0.014239084,0.016160112,0.089962974,-0.058298822,0.17933668,1.0,-0.4997296,-0.035612635,-0.0134621225,0.14509171,-0.0020309081,0.25636536,0.03328389,-0.086962275,-0.09180395,-0.14510971,0.35804647,0.33081958,0.01439533,0.049024343,0.054122783,0.05805692,0.42256778,0.1617091,-0.58423525,0.10351764,0.43554935,0.16290498,-0.5051089,-0.14569311,0.031358223,0.08587064,-0.06738514,0.0370614,0.012624696,-0.097094,0.11428538,0.059071995,-0.48111838,-0.14156535,-0.116100386,-0.61262584,0.62845075,-0.3733322,-0.0016316483,0.016005544,-0.48029917,-0.14327446,0.61336637,-0.4902361,-0.47194085,-0.6551004,-0.5875073,0.013280771,0.095472045
NPR2,0.45748603,-0.09514344,0.10070467,-0.010433359,-0.05516778,0.06408389,0.51546425,0.08896043,0.13961077,0.0892912,0.10440202,0.21101761,-0.023162218,-0.032449976,0.43465233,0.15213254,0.048234202,0.5617112,0.027203906,0.1907118,-0.18474633,-0.07763298,-0.08005983,0.6317773,0.02341324,-0.054424323,-0.029736748,0.052206393,0.016762145,0.19707441,-0.053884804,0.043230705,-0.35783967,-0.2019089,-0.011201064,-0.020459495,0.09648916,-0.014700454,0.22502455,-0.1284848,-0.11520095,-0.09629589,-0.4997296,1.0,0.1164227,-0.009293061,0.0018838346,0.10590888,-0.17978297,0.048442148,0.18731707,-0.025270358,0.031901952,-0.24148613,-0.13862124,-0.07313427,0.036511037,0.17336924,0.060983043,-0.39409387,-0.006357869,0.62303174,0.020085119,-0.19402918,-0.031382404,0.44183508,0.2988244,0.014648557,-0.013981506,0.038173493,0.012256745,-0.03505898,0.08150245,0.039049838,-0.0255807,0.34052607,0.053150475,0.03568591,0.7442274,-0.4735645,0.38603985,0.05918947,-0.18292852,0.3320371,0.12047338,-0.42095327,0.63170624,0.39479375,0.7371293,0.51466525,0.08694805,0.016029958
NTS,0.048058644,0.13014895,0.042569708,-0.48225594,0.039157897,-0.026275516,0.021855388,0.008994972,0.090171166,-0.051272906,-0.06139566,0.17901154,0.019320764,0.11616532,-0.023042012,0.26877964,-0.051640123,-0.02931824,-0.014632467,0.090451896,0.10237761,-0.0015386231,-0.22956628,0.14900908,-0.0050311238,-0.19498846,-0.066316746,0.2904575,0.11414022,0.11598574,-0.040589105,0.093625516,0.03302788,-0.15845671,-0.0878938,-0.39383522,0.01900407,-0.15426101,0.0803581,-0.006723445,-0.0724991,-0.12274715,-0.035612635,0.1164227,1.0,0.115284264,-0.07139428,0.054029245,-0.21245228,0.11200603,0.13047865,0.04079704,-0.1387471,0.0050305445,0.0664162,-0.3482313,-0.014034551,0.17097545,0.052799087,-0.07113883,0.05262239,0.011885729,0.35690355,0.033444956,-0.008048777,-0.013934098,0.11202351,0.11593661,-0.059123076,-0.00828518,-0.05120173,-0.048976813,0.04382777,0.04635184,0.2463316,-0.12101965,0.0090545695,-0.010649089,0.021215962,0.036006052,0.005556345,-0.010179987,-0.051608827,0.036557753,0.016152011,-0.020763118,0.07482385,0.008045027,0.07397035,0.044577338,0.0022649504,0.03965213
OCM,0.02501879,-0.06962563,0.0634558,-0.03043383,-0.44498694,0.08097385,0.08014283,0.07356014,-0.0028062537,-0.39011618,-0.008967612,0.14138582,0.56368965,0.03560437,0.051461153,0.030030696,-0.32580364,0.009489191,0.034972433,0.036452416,-0.00013606995,-0.46321744,0.008164426,-0.010356811,-0.37819526,-0.0075593535,0.03812881,0.04594858,0.03938225,0.03509872,0.54650575,-0.006542015,-0.044814333,0.040363114,-0.06828773,-0.008718129,-0.45814884,-0.06656749,0.018402174,0.04428225,0.010157343,-0.027844977,-0.0134621225,-0.009293061,0.115284264,1.0,-0.46454367,0.52868545,-0.021275235,0.072239324,0.052762806,-0.08061701,0.005971104,-0.00696637,-0.018940073,-0.03104426,0.6210502,0.02501456,-0.025753345,-0.052523024,-0.020706894,0.0033551566,0.11007755,-0.0375161,-0.045784704,-0.024627702,-0.020794705,0.044917256,-0.44823086,-0.38432434,-0.38119805,0.5439415,0.49606195,0.0012731794,0.054591708,0.007746201,0.104271516,0.09090513,0.016496457,-0.028376184,-0.00025991118,-0.37430555,-0.08818303,0.038247585,0.03719026,-0.0005812235,0.05415936,0.020720115,-0.004578661,0.100450754,-0.45678,-0.3819665
OPA3,-0.0436644,0.010207815,0.02884394,0.03803453,0.38812757,0.014158244,-0.12260863,-0.06953685,-0.03148629,0.2508438,-0.015163511,-0.0914713,-0.40083307,-0.0077320337,0.08939308,0.031511076,0.27656928,0.010233983,-0.06298477,0.035470422,-0.011915896,0.47819632,0.020450436,-0.06133194,0.32350832,-0.043721035,-0.036143195,0.045787916,-0.03556378,-0.030022679,-0.39531893,0.03593695,0.0892154,0.024366988,0.07718429,-0.028266368,0.42688873,0.110008866,0.06833254,0.07219877,-0.013930542,0.009812041,0.14509171,0.0018838346,-0.07139428,-0.46454367,1.0,-0.40210608,0.009828898,0.021617915,-0.020652652,-0.051709708,-0.018441651,-0.013552003,0.021617051,-0.029632637,-0.44540578,-0.062607445,0.10682444,0.012957383,0.052865833,0.01251702,-0.10114485,0.1281642,-0.016203832,0.039346255,-0.031675927,-0.009508106,0.7605323,0.26358342,0.21662815,-0.4845704,-0.33048952,0.027317058,0.040301282,0.014201975,-0.068899125,-0.07320516,-0.009849027,0.012678333,0.110626556,0.3297594,0.053151313,-0.048456546,-0.009095792,0.060346186,0.049498852,-0.051714484,-0.049364503,-0.13404812,0.6841507,0.32654327
OR10G8,0.061026067,0.023030156,-0.03159481,0.03579224,-0.53550416,0.018115878,0.052337654,0.002576679,0.06576763,-0.4719468,0.06629934,0.060340382,0.71754134,-0.03120267,-0.02127077,0.026024427,-0.4346869,0.044693936,-0.033999305,-0.004856294,0.018443052,-0.5226594,-0.0100127645,0.10981333,-0.49173063,0.060353428,-0.0686837,-0.029057812,-0.009027228,0.07512861,0.66813666,0.0962393,0.022276592,-0.048155304,0.064407736,0.055484723,-0.49721536,-0.037481107,0.07778795,-0.04472143,-0.04986319,-0.016222987,-0.0020309081,0.10590888,0.054029245,0.52868545,-0.40210608,1.0,0.0114915,0.017826725,0.030405087,0.017089695,0.0024835533,-0.0035659298,0.03465519,0.08800016,0.60032433,0.0413729,0.03674427,-0.003024722,0.041518334,0.04518832,-0.02474891,0.05911539,0.0632981,0.07049562,0.11146915,-0.017240573,-0.41414803,-0.45134208,-0.37775865,0.66084504,0.48185793,0.07349573,0.0061320476,0.014019802,-0.022927798,-0.035543215,0.05577962,-0.038917646,0.0044536693,-0.43894526,-0.100295335,0.09107353,0.020495612,0.04294028,0.0349019,0.06402512,0.07361887,0.1424681,-0.3831911,-0.4058869
PAFAH1B1,-0.12890866,0.103118315,-0.18953782,0.28920037,-0.03218229,0.01887371,-0.18722825,-0.17847307,0.16688085,0.0898332,0.21757947,-0.4749038,0.068022564,-0.28291154,-0.22158746,-0.15347879,-0.048830517,-0.084652334,-0.053682327,-0.43556622,-0.02234922,0.061440956,0.14390217,-0.22458905,0.00828423,0.37599826,-0.12617785,-0.11166941,-0.6105357,0.05178004,-0.048986025,0.32363024,0.24433377,0.0013775174,0.24565771,0.44344372,-0.037770003,0.008498933,0.05120618,0.11689058,0.4119565,0.86093396,0.25636536,-0.17978297,-0.21245228,-0.021275235,0.009828898,0.0114915,1.0,-0.41685525,-0.39657223,-0.0092487335,0.20664284,0.2104652,0.32023025,0.28100887,-0.009124861,-0.020227194,0.014101773,0.10272936,0.119188935,-0.16859224,-0.2440501,0.14647308,0.07815924,-0.02374867,0.10518364,-0.22359022,0.052978266,0.06698452,0.21324597,0.048933405,-0.09814661,-0.03262958,-0.15098941,0.11292778,-0.17529279,-0.13985454,-0.20667046,0.2715906,-0.20559256,0.019451618,-0.03580673,-0.19869083,-0.15544802,0.20411164,-0.22514546,-0.08153206,-0.110274166,-0.03017632,0.03454059,0.044706967
PAFAH1B2,0.13234833,0.10331332,0.26864567,-0.100681014,0.043440726,0.35005552,0.03832598,0.29302943,-0.15872648,-0.08586073,-0.19594863,0.65225947,-0.04321921,0.32622582,0.3072926,-0.019092165,0.13996153,0.06553323,0.030744683,0.38467237,0.2830378,-0.0374106,-0.23518954,0.2003336,0.0059736446,-0.3752697,0.11207518,0.014826218,0.6497769,0.049626358,0.09264633,-0.015537821,0.03561888,-0.008346906,-0.1651651,-0.19362625,0.024695583,-0.07363879,-0.0057708668,0.08123806,-0.37939236,-0.5852886,0.03328389,0.048442148,0.11200603,0.072239324,0.021617915,0.017826725,-0.41685525,1.0,0.62054193,-0.1644594,-0.060672794,-0.032620557,-0.19573916,-0.07504836,0.02307753,0.15114602,-0.1304057,-0.053249136,-0.12130949,0.031954437,0.075023085,-0.10157059,-0.07766427,-0.11462082,-0.1432323,0.2728577,0.06892793,-0.10774416,-0.18596333,-0.07615952,0.021350972,-0.05786025,-0.048846573,-0.16542475,0.24505079,0.26566777,0.13853315,-0.0152818225,0.22966692,-0.03834151,0.06587936,0.038128033,0.2353164,-0.055879325,0.06590207,-0.060317088,-0.012182954,-0.24650173,0.0068456866,-0.0028973827
PAFAH1B3,0.105827436,0.08622429,0.15940198,-0.0313076,0.059153516,0.25617978,0.06411302,0.20302059,-0.020100582,-0.026332974,-0.12681961,0.5433961,-0.034017015,0.2724559,0.26159492,-0.072241664,0.13916823,0.11509546,0.043375283,0.31014746,0.14806736,-0.051326036,-0.12754387,0.26686984,-0.008238038,-0.28378305,0.035395622,-0.05726767,0.5208546,0.044536665,0.09355982,-0.015383497,-0.047763467,-0.07050876,-0.124742925,-0.10817057,-0.007445831,0.031695023,0.11054084,-0.056416776,-0.46550062,-0.5303623,-0.086962275,0.18731707,0.13047865,0.052762806,-0.020652652,0.030405087,-0.39657223,0.62054193,1.0,-0.14810881,-0.14609706,0.0086570345,-0.22472088,-0.0415875,0.035749104,0.12924731,-0.11482236,-0.02208924,-0.12111248,0.114365146,0.037290663,-0.0827259,-0.022371083,-0.06663272,0.04050446,0.1301355,0.02762016,-0.08716464,-0.115320176,-0.012608632,0.042176556,-0.008507535,-0.11623627,-0.09357872,0.14753705,0.09345986,0.23279166,-0.13618068,0.23713836,0.07593409,-0.03549412,0.10931851,0.124843545,-0.12320735,0.17200597,-0.02670281,0.13664548,-0.065784104,-0.0024051573,-0.095767066
PARM1,0.027815862,-0.0021406896,-0.112951204,-0.0021810485,-0.029619616,-0.4577726,-0.007676298,0.0664168,-0.026209278,0.0043019764,0.019983076,-0.16950849,-0.036519226,-0.16977102,-0.011643507,0.027759358,-0.099827126,-0.012051754,0.07833521,-0.15356746,-0.07485849,0.03118658,0.028771026,0.0033901539,0.004486978,0.38540828,0.22184844,0.0015119752,-0.012978133,0.015746787,-0.050813235,0.007517267,-0.06738719,0.008308155,-0.030395744,0.06281224,0.02273207,-0.024340741,-0.027571581,0.081060976,0.11696963,0.05235006,-0.09180395,-0.025270358,0.04079704,-0.08061701,-0.051709708,0.017089695,-0.0092487335,-0.1644594,-0.14810881,1.0,0.029365618,-0.09442905,0.013586646,0.1335294,0.02754585,0.113441736,-0.017323397,0.0018911995,-0.0012645051,0.08202338,0.02119147,-0.009186958,-0.013196142,0.06270081,-0.010875847,0.15201552,-0.049129687,0.09593341,0.06068074,0.0039768564,0.017219372,-0.056704655,0.12889005,0.003523467,0.0928721,0.11216935,0.017938294,-0.07640782,-0.014166444,0.02721315,-0.005626548,-0.082740754,0.12082438,-0.0013800263,0.088114545,0.08580172,0.052795768,0.10085009,-0.035232805,0.12835065
PI4KB,0.055470407,-0.10184964,0.50023466,0.17614335,-0.07771345,0.019550614,0.07407834,0.4244534,-0.37754607,0.006362279,-0.33481783,-0.031607,0.066275716,-0.08161497,0.15130354,-0.0901493,0.011255745,0.09156914,0.32152396,0.073658936,-0.11127968,-0.03448724,0.14146143,-0.014488773,-0.049533512,0.087779686,0.3986349,-0.06019253,-0.1304236,-0.0924913,0.034055896,-0.018120252,-0.100177355,0.19608039,-0.38752872,0.25111014,0.057151556,0.10841973,-0.39285672,-0.031912297,0.23022218,0.19456494,-0.14510971,0.031901952,-0.1387471,0.005971104,-0.018441651,0.0024835533,0.20664284,-0.060672794,-0.14609706,0.029365618,1.0,-0.42475858,-0.017454617,0.083369605,0.008869574,-0.03794475,-0.37196076,-0.024338897,-0.42135,0.007979946,-0.09554614,-0.25331205,-0.49256545,0.09929495,-0.02150792,0.3715486,0.0018270481,0.026458401,0.022908987,0.14703372,0.02979421,-0.38132638,-0.095368326,0.10493666,0.3498105,0.5072029,0.030388601,-0.056713928,0.43050486,0.0028648907,0.08102689,0.09566302,0.56276715,0.022580482,0.075479314,0.11165382,0.031351414,-0.007450834,-0.08367559,-0.01640504
PIP4K2A,-0.26512194,0.13501799,-0.41585875,-0.1516792,0.07658084,0.015520072,-0.3203332,-0.30312145,0.50369227,0.041707665,0.372881,-0.1614159,-0.04041346,-0.10487722,-0.18375626,0.0527243,0.026133511,-0.28000635,-0.25272116,-0.31179717,0.22796579,0.014852944,-0.23378322,-0.2827352,0.044083863,0.061160192,-0.3424468,0.039367735,-0.1397871,-0.03693629,0.06554063,0.060779557,0.39996803,-0.17407043,0.42383066,-0.090587124,-0.081764445,-0.017318415,0.25387582,0.15048811,-0.05929172,0.16374558,0.35804647,-0.24148613,0.0050305445,-0.00696637,-0.013552003,-0.0035659298,0.2104652,-0.032620557,0.0086570345,-0.09442905,-0.42475858,1.0,-0.03216744,-0.049260385,0.023679007,0.122218765,0.2518003,0.18738315,0.36402163,-0.14929156,-0.009934204,0.4608083,0.49677265,-0.32115614,-0.06792723,-0.29081872,-0.007829018,-0.0100426795,0.054126814,-0.025607975,-0.042208306,0.2624019,0.06858632,-0.2052738,-0.31991968,-0.32804763,-0.22138903,0.3005999,-0.4706351,-0.08742247,0.030747704,-0.3050395,-0.45645717,0.19086038,-0.26370314,-0.30001172,-0.29720962,-0.35286033,0.02551502,-0.013386674
