,ACSM5,ADORA3,ALDH18A1,ALG9,ALKBH7,ARHGAP26,ATG9A,BCKDHB,BCKDK,BDKRB1,CDKN1A,CDKN1B,CDKN2C,CLCNKB,CLEC1A,COQ5,COX11,CSNK1D,CSNK1E,CYP11B1,DGUOK,DKK2,DUSP10,DUSP16,EARS2,ECHDC3,GLYATL1,GMIP,GNRHR,GPR152,GPR176,HEMK1,KCND1,KIR2DL1,KLC1,KLC3,LDHAL6B,LY6K,MCAT,METTL17,MIPEP,MRPS2,NDE1,NDEL1,NEU1,NPBWR2,OLFML3,OR10H2,OR12D3,OR13A1,OR2A2,OR2AE1,OR2L13,OR2S2,OR5C1,OR6B2,OR7E2P,OS9,PAFAH1B1,PHB1,PIGV,PPP1R3B,PPP1R3C,PTGR3,RHBG,RIDA,SCAPER,SFTPD,SLC22A13,SLC22A14,SLC25A25,SLC7A9,SLCO6A1,SOSTDC1,SPSB1,SPSB4,SYT1,SYT2,TSPAN32,TUFM,UCP2,UQCRFS1,VSIR
NPBWR2,-0.049199115,0.82187736,-0.016489405,0.7409427,-0.03239443,0.2889338,0.7841332,-0.043160893,-0.07507796,0.8227982,0.06779929,0.11211273,0.10420687,0.8248448,0.00052713044,-0.07488197,0.21333483,-0.0746636,-0.05986011,0.052997563,-0.03046745,-0.02389834,0.15370709,0.21428429,-0.007825717,0.040159475,-0.06128879,0.2604616,0.8813378,0.7281935,0.83270043,0.0036121346,0.7272763,0.026574925,0.03764665,0.074900284,0.09753701,0.8180517,0.017708898,-0.03131368,-0.063811824,-0.026947662,0.032009136,0.021749094,0.08730866,1.0,0.03668277,0.85347646,0.8139845,0.8070499,0.77699244,0.79327476,0.831197,0.843346,0.74406505,0.8243417,0.80046064,-0.015869899,0.03076092,0.18280917,0.8159959,0.33915317,0.23236611,-0.06544694,0.8523329,0.020298097,0.84443414,0.07482912,0.8437722,0.80844873,0.23089577,0.86810255,0.8251871,0.042402532,-0.121597186,-0.1863731,0.3164523,0.33928698,0.7385781,0.0012904294,0.13418365,-0.05205491,-0.013992749
OLFML3,-0.15907334,-0.019767202,-0.21165326,-0.00276566,-0.12581687,0.07032296,-0.043083373,-0.24122828,-0.10520877,0.053823892,-0.029875886,-0.035204522,-0.05807114,0.03580288,0.8667413,-0.109313,-0.2435376,0.08499921,-0.003887794,-0.18408051,-0.18882751,0.03191051,-0.08158275,-0.049090974,-0.13368268,-0.11157966,-0.108171426,0.081186056,0.045712993,0.08999045,0.0048287176,-0.1278255,0.01155644,-0.06842015,-0.036380738,-0.044052124,-0.17882992,-0.007050121,-0.10932713,-0.1088379,-0.12955765,-0.16193041,-0.0035651382,-0.024922125,0.820511,0.03668277,1.0,-0.0033218786,0.015386295,0.05557158,-0.036941692,-0.0428359,0.04725613,0.049322996,0.073618084,0.001304172,-0.00030763075,0.87606215,-0.006595918,-0.17094882,0.012654327,0.066777796,0.07592484,-0.1382703,0.0840183,-0.14369434,0.019878855,0.8150558,0.044948112,-0.05046595,-0.19000253,0.06774126,0.003283048,0.02442048,0.0015604051,-0.024906985,0.069920056,0.12563583,-0.08006835,-0.15068349,-0.18973163,-0.17540127,-0.10434035
OR10H2,-0.11114891,0.86644083,-0.033128187,0.7986654,-0.07750911,0.28864968,0.84223604,-0.03402146,-0.11602636,0.8564162,0.044834185,0.07668114,0.036919467,0.84145594,-0.039160255,-0.1220186,0.23043923,-0.02654896,0.0054608285,0.02482379,-0.07583972,-0.026833965,0.13278,0.17322853,-0.05888369,-0.012201754,-0.09665334,0.25069547,0.909068,0.70468384,0.87754965,-0.051686585,0.78219974,-0.0045567714,-0.014412992,0.017216697,0.047216833,0.86520267,-0.022238564,-0.092686966,-0.11041964,-0.060042217,-0.029075075,-0.030426886,0.07013458,0.85347646,-0.0033218786,1.0,0.84092474,0.8042804,0.80955666,0.8166539,0.88813376,0.87561923,0.7835362,0.83520377,0.8138988,-0.05008229,-0.0041441545,0.20090017,0.81940216,0.39441484,0.279567,-0.12444518,0.8670996,-0.02836565,0.810654,0.026584487,0.87863547,0.82866794,0.24105908,0.8893432,0.8389601,0.032783933,-0.080075726,-0.15318318,0.3525689,0.38752896,0.7928617,-0.05994097,0.17403647,-0.10595843,-0.047750432
OR12D3,-0.04282214,0.80572975,-0.0041211965,0.74068195,-0.013150189,0.26084203,0.757236,-0.026405953,-0.07549152,0.75949323,0.12451658,0.15722302,0.12042618,0.7846914,-0.0058973813,-0.060614783,0.23992935,-0.07533682,-0.044122107,0.052291308,-0.030485176,0.0025778338,0.13706103,0.16086742,-0.0024398398,0.056893006,-0.044142276,0.21272814,0.84279054,0.669015,0.8083606,-0.0053754877,0.69994485,-0.027560946,0.08052513,0.111339465,0.079230316,0.7533163,0.032642014,-0.052054368,-0.08260282,-0.028813837,0.056617014,0.05883515,0.076719455,0.8139845,0.015386295,0.84092474,1.0,0.7801155,0.75255775,0.7803794,0.80705214,0.7831868,0.7074925,0.803856,0.75492185,-0.02551571,0.06472501,0.2222422,0.8257897,0.355708,0.20353387,-0.08730189,0.8050175,0.017885163,0.7719805,0.073724344,0.80711234,0.813467,0.26501015,0.82994074,0.810096,0.05814776,-0.066333756,-0.14485368,0.2877277,0.3104435,0.72890955,-0.013679387,0.17853852,-0.06013546,-0.06506647
OR13A1,-0.08399146,0.76166046,-0.023405556,0.7371937,-0.044933543,0.18485202,0.6664532,-0.065064624,-0.09416407,0.8330159,0.11732295,0.13773814,0.12135928,0.7783671,0.016904507,-0.09403414,0.17199975,0.04087058,0.04514376,0.022410372,-0.046146244,-0.0065343305,0.065242454,0.13159019,-0.06785972,0.006810883,-0.06550826,0.16374771,0.81276333,0.8369224,0.7626387,-0.023040777,0.63373375,-0.01751588,-0.06919171,-0.036555186,0.06728846,0.73734784,-0.0004366003,-0.071304865,-0.07405919,-0.056150496,-0.03817449,-0.047465622,0.08851372,0.8070499,0.05557158,0.8042804,0.7801155,1.0,0.65149367,0.7711072,0.7784543,0.88908064,0.85998195,0.7895708,0.7606484,0.024013055,-0.04964976,0.14471313,0.7031288,0.274427,0.18618026,-0.08795169,0.8556752,-0.0017475961,0.7759578,0.12068902,0.8752011,0.7396562,0.1647859,0.8664122,0.7918329,0.072100386,-0.06285311,-0.12375483,0.27235907,0.3177862,0.6336101,-0.04248086,0.15001786,-0.08503713,-0.026409257
OR2A2,0.025101595,0.7750343,0.100501016,0.7492137,0.03649275,0.24313472,0.81399846,0.1068239,-0.015795153,0.731952,0.1191535,0.17094177,0.13402855,0.761191,-0.07494706,-0.0023586378,0.29192853,-0.09269525,-0.04574776,0.16912246,0.088251784,0.00363129,0.14035168,0.1389423,0.08157903,0.09038094,0.016127003,0.2156304,0.7975196,0.5519419,0.8270746,0.06437275,0.7395226,0.039534204,0.14069109,0.16043584,0.18384795,0.76866645,0.12533888,0.048498213,0.0043017473,0.09764419,0.055886507,0.070939384,0.04591121,0.77699244,-0.036941692,0.80955666,0.75255775,0.65149367,1.0,0.7696533,0.76427674,0.72506124,0.6504117,0.76503307,0.75202024,-0.106545016,0.087691784,0.26420528,0.7818867,0.31754547,0.19271947,0.022167198,0.73944217,0.097780906,0.74006665,-0.028010063,0.7338738,0.78873473,0.27861416,0.77805215,0.729376,0.07963799,0.01734325,-0.048522417,0.38080654,0.38630682,0.7531142,0.040152468,0.19471024,0.04740739,-0.0071356595
OR2AE1,0.015406733,0.79096377,0.097198,0.74471,0.049125753,0.19693154,0.7609483,0.07895139,-0.021246735,0.7725466,0.020219088,0.095495224,0.04789488,0.77606624,-0.045641825,-0.028020825,0.2783078,-0.037619587,0.030346155,0.1644303,0.06678443,0.011832999,0.12190938,0.13687685,0.051327102,0.105623074,0.015686296,0.14699475,0.80224866,0.6426431,0.8342357,0.053470872,0.6873075,-0.025132084,0.082519524,0.09360982,0.1875034,0.7831408,0.0953839,0.017722612,-0.020013265,0.0883164,-0.023005508,-0.021347797,0.04546708,0.79327476,-0.0428359,0.8166539,0.7803794,0.7711072,0.7696533,1.0,0.76586634,0.7633307,0.7384784,0.77954185,0.7237364,-0.07435951,0.015453121,0.26918936,0.78007424,0.33430725,0.19100593,0.0041655237,0.7726735,0.08914942,0.7799542,0.006941125,0.77580076,0.79956317,0.27541435,0.80609614,0.74425375,0.07999961,-0.096359074,-0.12620974,0.23914148,0.24784532,0.70166564,0.05212634,0.23916276,0.012226481,-0.0659498
OR2L13,-0.17162171,0.83742034,-0.09597652,0.78752565,-0.12899224,0.2948876,0.8095981,-0.09949483,-0.16748466,0.8524429,0.05772084,0.07895169,0.05710438,0.8368382,-0.011561792,-0.17827123,0.21410686,-0.068305135,-0.0506706,-0.04211757,-0.12522806,-0.00811848,0.1732487,0.21644163,-0.11030947,-0.059969172,-0.16415639,0.2528196,0.8934087,0.7114774,0.85158443,-0.0909501,0.74224836,-9.628385e-05,-0.007635953,0.022925455,-0.022892106,0.83197993,-0.07381315,-0.13812914,-0.17869797,-0.10505165,0.05536681,0.04408315,0.09467538,0.831197,0.04725613,0.88813376,0.80705214,0.7784543,0.76427674,0.76586634,1.0,0.8633358,0.7820071,0.8157532,0.8113712,-0.039764974,0.04143852,0.17248371,0.793664,0.4041033,0.29828775,-0.19044372,0.86399925,-0.092796184,0.8060069,0.09037079,0.8480372,0.8052517,0.23912084,0.86767256,0.8217065,0.042914666,-0.08660864,-0.16037579,0.3400218,0.37382036,0.7157395,-0.0902674,0.15946984,-0.15712312,-0.04277728
OR2S2,-0.13754918,0.81745833,-0.08232677,0.7854152,-0.089082256,0.2971521,0.7241552,-0.10648738,-0.116556585,0.88686806,0.04439905,0.061900813,0.058266975,0.8415927,0.004577917,-0.13438328,0.14491552,0.011877842,0.010437619,-0.0381736,-0.09458019,-0.026099466,0.10577209,0.17374647,-0.09289295,-0.055146694,-0.11416426,0.26027945,0.8937348,0.8821298,0.81770986,-0.07391563,0.7329943,0.015109733,-0.06504874,-0.022239497,0.00861593,0.843433,-0.056978215,-0.10314962,-0.10945475,-0.09744001,-0.0020518256,0.006170758,0.09357214,0.843346,0.049322996,0.87561923,0.7831868,0.88908064,0.72506124,0.7633307,0.8633358,1.0,0.89863724,0.8286872,0.8107551,-0.012358576,0.0050443476,0.10499416,0.72448486,0.30829975,0.2306861,-0.12892413,0.9097835,-0.048734285,0.7814941,0.0981292,0.9346012,0.7687455,0.13963735,0.8951194,0.8451728,0.037289873,-0.09800976,-0.15582639,0.28967747,0.34913415,0.66217357,-0.07210621,0.10690868,-0.1387803,-0.017600264
OR5C1,-0.12839948,0.7473686,-0.03157068,0.7048865,-0.06830996,0.24319209,0.642652,-0.05657852,-0.11583762,0.8416074,0.024153603,0.041000422,0.015162058,0.78753006,0.04213481,-0.12486276,0.1968514,0.05478772,0.053554934,0.0051417947,-0.04643558,-0.04123864,0.05700307,0.103963986,-0.058081277,-0.049685463,-0.09007119,0.19855776,0.7957016,0.84350157,0.7507942,-0.0626867,0.63511187,-0.016517136,-0.055627033,-0.037859756,0.009411906,0.76243144,-0.025975958,-0.08395095,-0.097899824,-0.03636492,-0.02858383,-0.032361105,0.09252831,0.74406505,0.073618084,0.7835362,0.7074925,0.85998195,0.6504117,0.7384784,0.7820071,0.89863724,1.0,0.75684834,0.7188453,-0.0006823251,-0.0153870415,0.17986035,0.6263571,0.2643383,0.17990497,-0.10612712,0.83981013,-0.036730822,0.68938196,0.098276585,0.88208413,0.68139213,0.17450404,0.82347107,0.7669891,0.026363607,-0.05859136,-0.100865014,0.24125782,0.30523774,0.5655935,-0.06035599,0.18104985,-0.117693804,-0.026274387
OR6B2,-0.007370036,0.783399,0.03095782,0.7587102,0.004958503,0.3511291,0.74282885,0.0281488,-0.027657583,0.8032657,0.027667873,0.08703029,0.04734422,0.798212,-0.011421902,-0.014486428,0.2359408,-0.034319542,0.025785163,0.102805145,0.02212849,-0.042507738,0.18218172,0.20705374,0.029871978,0.056712825,-0.014996653,0.29408312,0.83670926,0.724541,0.8370443,0.012713464,0.71895075,-0.009085489,0.11488296,0.14115353,0.11722191,0.79767746,0.06951077,0.0055376217,-0.026285447,0.012176617,0.029449232,0.015937962,0.08819842,0.8243417,0.001304172,0.83520377,0.803856,0.7895708,0.76503307,0.77954185,0.8157532,0.8286872,0.75684834,1.0,0.7656287,-0.022444665,0.02315529,0.20459346,0.7828754,0.2523455,0.13006452,-0.002064854,0.8719497,0.06620652,0.78182346,0.049291544,0.81180465,0.8088599,0.23594086,0.81066287,0.81415844,0.01182111,-0.10347829,-0.14960277,0.319961,0.33319628,0.64693713,0.024928749,0.19474372,-0.0021212306,-0.041120652
OR7E2P,-0.05836176,0.7946928,0.007767029,0.7484781,-0.03791949,0.24368866,0.71895117,0.009451134,-0.06467344,0.7888129,0.1210956,0.113987096,0.14408626,0.79121435,-0.032094195,-0.07258136,0.24070564,0.0008701701,0.021263232,0.043795668,-0.01517102,-0.019392569,0.12244134,0.19155815,-0.02265407,0.01265298,-0.08361648,0.22260542,0.8143503,0.6770382,0.7957336,-0.0006438736,0.75785506,0.00044431165,0.055231005,0.07702959,0.087512255,0.7936111,0.016213495,-0.057643972,-0.062476993,-0.008271951,0.0057169106,0.0069724973,0.056316923,0.80046064,-0.00030763075,0.8138988,0.75492185,0.7606484,0.75202024,0.7237364,0.8113712,0.8107551,0.7188453,0.7656287,1.0,-0.06056979,0.018270118,0.206222,0.7750478,0.281548,0.2020065,-0.07264586,0.788362,0.017237963,0.7944775,0.054571483,0.7930665,0.763576,0.24637179,0.82803226,0.74907523,0.055668704,-0.046843417,-0.126877,0.3256458,0.30816215,0.6985885,-0.0015931688,0.19155473,-0.056111373,-0.051866245
OS9,-0.11979918,-0.06918962,-0.17654788,-0.039704353,-0.098144434,0.08724573,-0.12242803,-0.20141794,-0.06217641,-0.014956795,-0.04389486,-0.038665403,-0.06491553,-0.028321858,0.837213,-0.061343387,-0.24765795,0.114957705,0.031082882,-0.14408025,-0.15220083,0.11457667,-0.07737175,-0.037129857,-0.09059887,-0.08067836,-0.08740251,0.080513425,-0.020220386,0.040793434,-0.04257151,-0.103188254,-0.061835025,-0.07337056,-0.016803175,-0.029180415,-0.1467013,-0.08267016,-0.0797467,-0.08683459,-0.093020335,-0.13513346,-0.008604058,-0.03550563,0.77798516,-0.015869899,0.87606215,-0.05008229,-0.02551571,0.024013055,-0.106545016,-0.07435951,-0.039764974,-0.012358576,-0.0006823251,-0.022444665,-0.06056979,1.0,-0.011304257,-0.14432457,-0.025784248,0.0011262782,0.014563225,-0.104175456,0.040555157,-0.1126943,-0.016727839,0.81803715,-0.008873299,-0.06947073,-0.21384655,0.015925122,-0.045046844,0.09383166,0.001931306,-0.012873865,0.017214922,0.0853991,-0.165044,-0.14008938,-0.17167452,-0.13604335,-0.12300319
PAFAH1B1,0.042291738,0.05791433,-0.0031363107,-0.021517528,0.06232561,0.019524176,0.06960653,0.022034273,0.060928207,0.0019366236,0.052479148,0.049050897,0.036810018,0.02349732,0.048380055,0.04762709,-0.015235756,-0.09751702,-0.10820455,0.037776463,0.06989909,0.08057005,-0.026199423,-0.033565223,0.08023481,0.08593483,0.092012115,0.05620409,0.021113534,0.012476514,0.028677613,0.07696721,-0.027255205,0.30215278,0.34701747,0.32363024,0.035629325,-0.009942794,0.020368155,0.029595636,0.07579887,0.059970893,0.86093396,0.91147065,-0.017933138,0.03076092,-0.006595918,-0.0041441545,0.06472501,-0.04964976,0.087691784,0.015453121,0.04143852,0.0050443476,-0.0153870415,0.02315529,0.018270118,-0.011304257,1.0,0.014240019,0.059976425,0.12079987,0.051720478,0.02121063,0.011344212,0.08399406,-0.040089495,0.06029626,0.028741296,0.053853296,0.05090574,0.013106032,0.0038768481,0.07034241,-0.06740466,-0.021510154,0.14818618,0.16717577,0.036365356,0.024936091,-0.03425542,0.03406366,0.21712366
PHB1,0.17402676,0.20280081,0.5089091,0.2492666,0.2377884,-0.052743714,0.23022789,0.5379931,0.07120516,0.1472691,0.0017637927,0.038991977,0.04668118,0.14655292,-0.14544451,0.12024758,0.81259406,0.16535555,0.24120328,0.50942683,0.45983088,0.08925357,0.054925237,0.042548813,0.38425493,0.18069285,0.14882328,-0.15317747,0.14841567,0.010221804,0.23108532,0.16088682,0.18255568,0.018045902,0.18469357,0.11875255,0.34334815,0.16883789,0.4078316,0.21422602,0.09517572,0.5571538,-0.065350994,-0.012152428,-0.15450938,0.18280917,-0.17094882,0.20090017,0.2222422,0.14471313,0.26420528,0.26918936,0.17248371,0.10499416,0.17986035,0.20459346,0.206222,-0.14432457,0.014240019,1.0,0.20614439,0.020863665,-0.072175816,0.17969885,0.12876771,0.27017453,0.21780711,-0.12253028,0.17123511,0.2208039,0.78177786,0.1993004,0.1605712,0.12365318,0.12132657,0.12373451,0.05225145,0.045322306,0.1835813,0.23282352,0.815621,0.25817984,0.0024033561
PIGV,-0.009500522,0.7924816,0.009537824,0.7589785,0.008753691,0.23701826,0.8211517,-0.012959368,-0.040722292,0.76005554,0.08562692,0.11016296,0.119545646,0.777532,-0.004787158,-0.030188054,0.24069063,-0.064857006,-0.034077406,0.10711897,-0.0005059689,0.031373776,0.11704898,0.14986388,0.022143925,0.075188756,-0.022693088,0.1966187,0.84853673,0.57843465,0.84341824,0.028011315,0.7278573,-0.014452942,0.10423228,0.13264033,0.12122661,0.77396685,0.04673578,0.0015319958,-0.03978996,-0.008601934,0.067694195,0.052485276,0.10123944,0.8159959,0.012654327,0.81940216,0.8257897,0.7031288,0.7818867,0.78007424,0.793664,0.72448486,0.6263571,0.7828754,0.7750478,-0.025784248,0.059976425,0.20614439,1.0,0.3960677,0.24424326,-0.037776615,0.7785203,0.037043024,0.8073905,0.078457005,0.7504383,0.828427,0.26313645,0.8151468,0.75199676,0.10496958,-0.087649465,-0.17426346,0.33823746,0.320257,0.78105795,0.033501305,0.14925936,-0.028294306,-0.0657096
PPP1R3B,-0.15216742,0.40979388,-0.19639891,0.29633388,-0.11680405,0.09445699,0.4050181,-0.17231712,-0.14573255,0.3333149,0.20634437,0.21613055,0.17162186,0.363986,-0.002090631,-0.15107742,0.02215786,-0.1760927,-0.14843965,-0.10651006,-0.1595529,-0.027220618,-0.026214505,0.012361369,-0.10378254,-0.007794911,-0.111007094,0.07088058,0.39058164,0.20800495,0.3403541,-0.07676988,0.26177108,0.037071303,-0.06410518,-0.05845906,-0.101021,0.31787255,-0.08823906,-0.16388589,-0.11774436,-0.173537,0.148207,0.1063292,0.07615772,0.33915317,0.066777796,0.39441484,0.355708,0.274427,0.31754547,0.33430725,0.4041033,0.30829975,0.2643383,0.2523455,0.281548,0.0011262782,0.12079987,0.020863665,0.3960677,1.0,0.84531826,-0.17286459,0.29349738,-0.11585153,0.34552777,0.06563173,0.34010494,0.31511736,0.10623539,0.3643601,0.30901945,-0.02286719,0.100179605,0.047869727,0.21037252,0.23835596,0.41041645,-0.060372192,0.0059609525,-0.1438159,-0.09196802
PPP1R3C,-0.16301821,0.28234652,-0.22504663,0.20974198,-0.14484645,0.058708698,0.28949186,-0.21595554,-0.15348318,0.24253419,0.2580998,0.23992524,0.24677166,0.2597637,-0.013865123,-0.15685396,-0.038840417,-0.13781826,-0.16703048,-0.16222641,-0.18482739,-0.032865398,-0.09067145,-0.07341899,-0.13526098,-0.068593636,-0.127561,0.10335693,0.29299515,0.14576375,0.19085339,-0.092739984,0.16260861,0.044770356,-0.14760984,-0.14923726,-0.1356653,0.20148477,-0.10505429,-0.20436774,-0.11677238,-0.2065753,0.11276963,0.075777225,0.04383336,0.23236611,0.07592484,0.279567,0.20353387,0.18618026,0.19271947,0.19100593,0.29828775,0.2306861,0.17990497,0.13006452,0.2020065,0.014563225,0.051720478,-0.072175816,0.24424326,0.84531826,1.0,-0.19424444,0.21519887,-0.14473286,0.25627756,0.05264055,0.24611658,0.17557374,0.013645617,0.24849656,0.21375379,-0.05129197,0.1290856,0.05036725,0.24148424,0.25071108,0.2968324,-0.06686938,-0.047070414,-0.14612976,-0.035057954
PTGR3,0.83971786,-0.09294976,0.73813653,-0.036042307,0.81620485,-0.056765936,-0.084460944,0.6865833,0.7888166,-0.12952867,-0.02596838,-0.021378625,0.047754824,-0.060622875,-0.084740795,0.8504943,0.07568502,0.27171308,0.3409521,0.7853635,0.8347187,0.023708701,0.013548527,-0.074029416,0.79267204,0.7273627,0.81789684,-0.060025424,-0.12548074,-0.12375488,-0.04351754,0.82577866,-0.072439924,-0.08326714,0.20194203,0.17387356,0.78071105,-0.077922024,0.8139528,0.8323654,0.84209764,0.7742779,-0.07555718,-0.042951576,-0.10707852,-0.06544694,-0.1382703,-0.12444518,-0.08730189,-0.08795169,0.022167198,0.0041655237,-0.19044372,-0.12892413,-0.10612712,-0.002064854,-0.07264586,-0.104175456,0.02121063,0.17969885,-0.037776615,-0.17286459,-0.19424444,1.0,-0.09395916,0.8819317,-0.07638572,-0.18225822,-0.10599621,-0.018950392,0.09488374,-0.116224915,-0.058699686,0.07493928,0.07624472,0.18459582,0.029105676,-0.105113685,-0.051965225,0.80445755,0.20231608,0.8101123,-0.0154275745
RHBG,-0.07855354,0.80949736,-0.033980504,0.75686884,-0.05422228,0.31137654,0.74209833,-0.055579185,-0.08567427,0.8559916,0.06401426,0.08131888,0.0607441,0.83171165,0.05879682,-0.08097163,0.17205104,0.0009171292,0.0077195764,0.010991219,-0.049439203,-0.023284001,0.096790165,0.14703041,-0.053221896,-0.018884756,-0.06429182,0.2836968,0.89083135,0.8107143,0.8494046,-0.037035096,0.7197009,-0.012815688,0.005644208,0.040072057,0.023796543,0.82689285,0.015311338,-0.058227368,-0.088963784,-0.052893035,0.028466381,0.019842882,0.13185012,0.8523329,0.0840183,0.8670996,0.8050175,0.8556752,0.73944217,0.7726735,0.86399925,0.9097835,0.83981013,0.8719497,0.788362,0.040555157,0.011344212,0.12876771,0.7785203,0.29349738,0.21519887,-0.09395916,1.0,-0.0057468973,0.8042494,0.12979013,0.8724037,0.7859125,0.18242465,0.86144304,0.8586606,0.06843944,-0.06318432,-0.14378229,0.31124386,0.3556245,0.65532,-0.02439243,0.14305393,-0.08512297,-0.035735965
RIDA,0.8556838,-0.0062719397,0.76541424,0.01952444,0.87203395,-0.023812283,-0.014150895,0.71559024,0.80598736,-0.06285964,0.024217794,0.030195288,0.08167732,0.013735769,-0.11000653,0.880249,0.18199342,0.23886007,0.32375875,0.8398409,0.8748941,0.024845839,0.005137453,-0.065716535,0.8059606,0.7946458,0.8538239,-0.01479375,-0.03889118,-0.06760822,0.03794985,0.83615905,0.0034808759,-0.043245874,0.25535163,0.24794684,0.829986,0.0063622966,0.8568126,0.80486804,0.8580086,0.8268305,-0.023601178,0.022617355,-0.12403597,0.020298097,-0.14369434,-0.02836565,0.017885163,-0.0017475961,0.097780906,0.08914942,-0.092796184,-0.048734285,-0.036730822,0.06620652,0.017237963,-0.1126943,0.08399406,0.27017453,0.037043024,-0.11585153,-0.14473286,0.8819317,-0.0057468973,1.0,0.008166438,-0.16737944,-0.012594376,0.059315566,0.2062732,-0.022073563,0.031734735,0.09229947,0.082028404,0.17153104,0.077996194,-0.054677896,0.018776426,0.8537964,0.2856709,0.81531376,-0.0023226235
SCAPER,-0.04639267,0.7612867,0.010415288,0.7403894,-0.024902405,0.24095869,0.79091394,-0.032409973,-0.08553365,0.76827836,0.1318453,0.16737036,0.16447549,0.7860098,-0.030121973,-0.065136164,0.24688189,-0.07065574,-0.019211216,0.052893706,-0.035074003,0.008011349,0.101935714,0.16743428,-0.018103374,0.026042864,-0.07833795,0.24116479,0.8253412,0.65132284,0.7944894,-0.022971725,0.6889785,-0.00682158,0.051969916,0.08515926,0.1149294,0.77335334,0.027373109,-0.06774765,-0.08358062,-0.005296817,-0.02753776,-0.03432663,0.06953007,0.84443414,0.019878855,0.810654,0.7719805,0.7759578,0.74006665,0.7799542,0.8060069,0.7814941,0.68938196,0.78182346,0.7944775,-0.016727839,-0.040089495,0.21780711,0.8073905,0.34552777,0.25627756,-0.07638572,0.8042494,0.008166438,1.0,0.0797209,0.77829975,0.8015579,0.2594843,0.8408279,0.7767605,0.07711879,-0.08046833,-0.15771589,0.33226246,0.33673555,0.73535323,-0.0061401725,0.19103697,-0.061579056,-0.053000502
SFTPD,-0.16303757,0.028979143,-0.22467329,0.07227221,-0.14484258,0.06669501,-0.014412409,-0.24763662,-0.12371828,0.082518205,-0.049650766,-0.060808405,-0.054660782,0.06873457,0.7819077,-0.14299598,-0.19734757,0.06356294,-0.017344996,-0.19897763,-0.2140617,0.019771844,-0.0454479,-0.013555147,-0.11169548,-0.11646037,-0.12990335,0.06934407,0.10073352,0.124639004,0.043561965,-0.13077766,0.043365307,-0.034871314,-0.05616079,-0.060089484,-0.17106017,0.03194297,-0.14144665,-0.12482974,-0.1519115,-0.16815859,0.05696463,0.05183986,0.7149699,0.07482912,0.8150558,0.026584487,0.073724344,0.12068902,-0.028010063,0.006941125,0.09037079,0.0981292,0.098276585,0.049291544,0.054571483,0.81803715,0.06029626,-0.12253028,0.078457005,0.06563173,0.05264055,-0.18225822,0.12979013,-0.16737944,0.0797209,1.0,0.097715884,0.01923191,-0.14217103,0.11682931,0.041173756,0.011173107,-0.019651333,-0.053180024,0.0033351965,0.08019798,-0.061439186,-0.18007939,-0.1533644,-0.18062392,-0.09709611
SLC22A13,-0.09279949,0.8279527,-0.04302039,0.76968104,-0.059016004,0.3075676,0.7287415,-0.057081267,-0.09017272,0.8780459,0.020222642,0.051425602,0.04345305,0.856347,0.0052385116,-0.110550314,0.1857613,0.004227631,0.0057877004,0.015749848,-0.051410176,-0.018768437,0.13794371,0.18863018,-0.04242322,-0.0018322319,-0.080101654,0.27381408,0.88697726,0.84984595,0.8152039,-0.029909223,0.7276239,-0.0050489046,-0.020933148,0.011169072,0.06236916,0.8200884,-0.018050622,-0.06589481,-0.08055447,-0.057258353,0.010722639,0.011149749,0.08809302,0.8437722,0.044948112,0.87863547,0.80711234,0.8752011,0.7338738,0.77580076,0.8480372,0.9346012,0.88208413,0.81180465,0.7930665,-0.008873299,0.028741296,0.17123511,0.7504383,0.34010494,0.24611658,-0.10599621,0.8724037,-0.012594376,0.77829975,0.097715884,1.0,0.78919023,0.17507674,0.9104736,0.8348192,0.043213792,-0.117593676,-0.1753949,0.30250385,0.36870617,0.69548684,-0.04001102,0.14110504,-0.0909559,-0.052845508
SLC22A14,0.00039057247,0.7918662,0.039730605,0.77761406,0.012933817,0.26909357,0.79048353,0.032770775,-0.03275085,0.7523738,0.095507145,0.14759222,0.12077637,0.78736365,-0.047027655,-0.034675155,0.26913643,-0.08960632,-0.027060434,0.10928926,0.023820952,0.008641364,0.1788756,0.21000972,0.043441065,0.102830335,-0.014306411,0.22679192,0.8279166,0.6407716,0.82708865,0.04695234,0.7521225,0.0199719,0.08519483,0.13928784,0.16207986,0.7937067,0.05108715,0.021581996,-0.027725011,0.013965372,0.060650412,0.03322888,0.065268435,0.80844873,-0.05046595,0.82866794,0.813467,0.7396562,0.78873473,0.79956317,0.8052517,0.7687455,0.68139213,0.8088599,0.763576,-0.06947073,0.053853296,0.2208039,0.828427,0.31511736,0.17557374,-0.018950392,0.7859125,0.059315566,0.8015579,0.01923191,0.78919023,1.0,0.25805187,0.82446235,0.79099286,0.0682784,-0.06302793,-0.12477541,0.30412418,0.30750638,0.76134163,0.02771649,0.19157797,-0.014270665,-0.031295445
