,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH7A1,ARIH1,BARX2,BIRC6,CARD8,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,CSNK1G3,CYP2A7,DAD1,DDX41,DHX38,DLEC1,DMTF1,DUSP1,DYNLL1,EIF4A3,ELOA,ETF1,FFAR3,FOLR1,FOXJ3,FPR3,FURIN,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HSPA2,HYOU1,IKZF4,INPPL1,KCNAB1,LZTR1,MAP2K1,MAP2K7,MAP3K6,MBD1,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NFKBIB,NFRKB,NFYA,NFYC,NXF1,PCSK7,PCYT1A,PDCL,PDE6H,PKIB,PKMYT1,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP2R1A,PRDM10,PTBP1,PUS3,REV3L,SAE1,SCN8A,SEC16A,SLC17A7,SRD5A1,SSBP2,STT3A,TCIRG1,THAP11,TRIM48,VCP,XAB2,YARS1,ZNF302,ZNF467
ACOT6,1.0,0.15816054,0.048938498,0.12590407,-0.119869195,0.12664372,-0.12234291,-0.037444573,0.016208416,-0.066417426,0.112367906,0.34817252,0.11529968,-0.062030263,0.12427314,-0.21808867,0.2657172,-0.10151211,0.2512515,-0.16958518,0.21803623,0.31278375,0.030780628,0.17724325,0.053295545,0.038709745,-0.21363531,-0.068770416,-0.01879281,0.829587,-0.077154316,0.18713135,-0.18973099,-0.049824674,0.008199991,-0.19177079,0.07839823,0.078043655,-0.16085309,0.03571181,-0.5883794,-0.18311848,0.19245267,0.06522904,-0.06678957,-0.63569874,0.007106282,0.06665802,-0.035077266,-0.56325847,-0.063959,0.10067015,0.0875808,0.041452423,-0.008675903,-0.100210935,-0.51112044,-0.03555892,0.028163034,-0.11752378,-0.021681841,-0.16978629,0.057479195,-0.03630864,-0.30290607,0.84942126,0.11255053,-0.020649837,0.08628167,0.012041448,-0.134065,0.15376432,0.8352647,0.0031469492,-0.0007110988,-0.09806494,0.13141607,0.13270089,0.14172733,-0.08839969,0.04364402,-0.20214969,0.019481646,0.26865527,0.11408754,0.1923757,-0.5711232,0.18820596,-0.009733226,-0.026128318,0.039709356,0.22573486,0.8485254,0.8269435,0.015667584,-0.16946645,-0.4830466
ACP4,0.15816054,1.0,0.543023,0.60104287,-0.29215002,0.55966413,0.52030015,-0.5104755,-0.3160558,-0.6077203,0.58370936,0.6340959,0.41722235,0.40416756,0.6776694,0.43995535,0.49032018,-0.52554107,-0.11805823,-0.5418972,0.6148096,0.6356387,-0.3181135,0.47004265,0.54778653,0.58220714,0.38683948,0.40427682,-0.40393233,0.11081911,-0.40304062,-0.25065908,-0.55483055,0.4126574,0.47032195,-0.63227755,-0.4356185,0.45160568,-0.70600164,0.50375164,0.029500285,-0.5629192,-0.29647425,0.2241237,0.23657799,-0.1513444,-0.41335922,0.580328,0.5481077,-0.33008552,-0.3563511,0.59548014,-0.5192872,-0.28529736,-0.29520044,0.36486304,-0.23309885,0.08830024,0.48845544,0.38783762,-0.40468878,-0.55942094,-0.40831816,0.21797532,0.19753727,0.18375959,-0.3403008,-0.41718805,-0.33999705,-0.26916656,0.5831618,-0.25053564,0.16689241,0.43957636,0.4210186,0.6043483,0.49481246,-0.030940551,-0.55012333,0.41960332,-0.4829329,0.13203211,-0.58300513,0.6716153,-0.34448048,0.67049766,-0.21720295,0.1819934,-0.40741217,0.4422189,-0.3766655,0.610787,0.20876475,0.2522373,-0.31550497,-0.66813624,-0.184508
ADAM15,0.048938498,0.543023,1.0,0.24883951,-0.40547863,0.3433951,0.47608826,-0.63127214,-0.43246767,-0.4628893,0.39899093,0.48461765,0.51269877,0.4817875,0.34124452,0.55579376,0.25035495,-0.3557909,-0.23314202,-0.37758622,0.26862577,0.43392393,-0.39450315,0.5877888,0.6617803,0.431286,0.5146351,0.44391817,-0.42579764,-0.057631258,-0.45183992,-0.31421554,-0.30323583,0.49990603,0.3180468,-0.37356752,-0.37453148,0.52643555,-0.4695535,0.60950184,0.12428836,-0.41556865,-0.37905174,0.27945524,0.39792308,0.027903486,-0.5352782,0.47317222,0.5949677,-0.08556706,-0.5383237,0.37064427,-0.5416172,-0.3521875,-0.4571061,0.51230866,-0.08243626,-0.021367438,0.46242142,0.46766594,-0.37038076,-0.32363907,-0.43904665,0.29237375,0.2580867,0.011765097,-0.3876779,-0.4375153,-0.30624038,-0.36772794,0.42674452,-0.2742972,-0.008147465,0.5874785,0.5923933,0.40944535,0.2605414,0.05484176,-0.6825998,0.4889627,-0.39988947,0.25500596,-0.51410335,0.49061218,-0.4388613,0.40420747,0.0071676197,0.34965658,-0.40980422,0.59343094,-0.44957927,0.57824636,0.032211866,0.115116835,-0.4498169,-0.45501405,-0.11899934
ADAMTS19,0.12590407,0.60104287,0.24883951,1.0,-0.09269707,0.5790705,0.2758145,-0.25836888,-0.16163245,-0.5794388,0.55638474,0.5076971,0.15451993,0.08978884,0.6463506,0.10553397,0.5361877,-0.51111454,0.0038514389,-0.5619241,0.68059665,0.6184553,-0.06937676,0.32633102,0.24046852,0.4611378,0.25291008,0.1415474,-0.3006501,0.11496754,-0.27904662,-0.0108574135,-0.6239668,0.17793973,0.29033577,-0.64137506,-0.25061244,0.15240385,-0.61281985,0.16309883,-0.016783632,-0.6606083,-0.029477043,-0.01917804,-0.025715647,-0.0026979358,-0.19286232,0.5272445,0.18257172,-0.2963396,-0.31840548,0.596983,-0.24385223,-0.028942807,-0.24598092,0.06647708,-0.20564532,0.06329785,0.33321515,0.14512075,-0.39014962,-0.6151947,-0.2581241,0.16314095,-0.007343513,0.15898147,-0.048105463,-0.17733312,-0.15528378,0.014273062,0.5550906,-0.024650509,0.20395365,0.26748013,0.16386585,0.53721803,0.43447772,0.082734644,-0.2768087,0.20174125,-0.33810887,-0.05408009,-0.32378992,0.65435725,-0.07409076,0.643119,-0.15293501,0.26830202,-0.19322008,0.22140582,-0.10804092,0.44337514,0.26340738,0.25065428,-0.08860111,-0.62782985,-0.21218243
ADPRS,-0.119869195,-0.29215002,-0.40547863,-0.09269707,1.0,-0.1474887,-0.14150521,0.41028062,0.51609623,0.20663022,-0.042126805,-0.4466443,-0.4797404,-0.4582392,-0.11508442,-0.2755199,-0.10917467,0.10240086,0.015430264,0.14824095,-0.083124846,-0.22651054,0.4051594,-0.33600217,-0.3664049,-0.22086664,-0.16831706,-0.4353847,0.57671297,-0.061803106,0.6214312,0.4613872,0.21359934,-0.3922805,-0.31506014,0.18047993,0.5806172,-0.40009636,0.2984896,-0.5402558,-0.066383675,0.2018554,0.43129745,-0.62487805,-0.36246535,0.15946494,0.50879174,-0.25057536,-0.42715976,0.101881236,0.19436514,-0.25433907,0.5889342,0.40453196,0.069276415,-0.26968434,0.09768546,0.01209615,-0.44223937,-0.29102072,0.39032963,0.11082336,0.1517977,-0.08611408,-0.12650362,-0.09345992,0.1919219,0.22206527,0.21017663,0.45237494,-0.36096323,0.28619882,-0.06846327,-0.31389913,-0.54323655,-0.18643023,0.0037167675,0.071654774,0.5343634,-0.38097355,0.23423897,-0.17370121,0.35734016,-0.23846504,0.30243453,-0.17030662,-0.06288071,0.12206812,0.23925768,-0.4860876,0.6241548,-0.35881796,-0.14278264,-0.12831059,0.71039075,0.20999712,-0.0052436916
ALDH7A1,0.12664372,0.55966413,0.3433951,0.5790705,-0.1474887,1.0,0.31763628,-0.4377061,-0.21605754,-0.5966665,0.62886745,0.44797236,0.2598661,0.25413314,0.48744392,0.2248436,0.537426,-0.43534327,-0.065523244,-0.505184,0.47073764,0.596869,-0.24496081,0.4743565,0.37667894,0.54795545,0.26249507,0.16418707,-0.23448333,0.17481458,-0.2682974,-0.110020846,-0.57047564,0.40055043,0.21889694,-0.6104268,-0.25598454,0.31390443,-0.55232,0.27195984,-0.13486241,-0.5739481,-0.067022435,0.07542578,0.1690181,-0.10981232,-0.31454965,0.48192343,0.25257325,-0.3345916,-0.38893518,0.50243497,-0.28960812,-0.043973424,-0.37812656,0.17512816,-0.18586743,0.035367444,0.3283334,0.14600025,-0.31035498,-0.62714136,-0.30761993,0.30531177,0.1323057,0.24988511,-0.0785838,-0.17781202,-0.28598756,-0.048830137,0.46193323,-0.06269401,0.29969925,0.35121903,0.3006583,0.4825509,0.4809021,0.0702318,-0.34937713,0.20651272,-0.3519345,0.116107605,-0.26326463,0.56887656,-0.09658907,0.49882582,-0.23924415,0.3496413,-0.34771836,0.44077644,-0.105780825,0.53812563,0.26250702,0.30196476,-0.15704761,-0.62002605,-0.2440311
ARIH1,-0.12234291,0.52030015,0.47608826,0.2758145,-0.14150521,0.31763628,1.0,-0.5804611,-0.24771279,-0.5105848,0.47889665,0.3089135,0.3442238,0.5550932,0.4980275,0.57241404,0.16617782,-0.4846338,-0.57513213,-0.388411,0.23419067,0.3488512,-0.375942,0.46956265,0.47437203,0.5629269,0.4960966,0.5362617,-0.24289338,-0.07827224,-0.28853187,-0.4379743,-0.37975532,0.57066095,0.48429132,-0.45081666,-0.40439886,0.49244767,-0.5089965,0.5597461,0.15134153,-0.33988133,-0.5124284,0.15251942,0.27325663,0.09815748,-0.3563561,0.60592693,0.60521215,-0.014752215,-0.30871093,0.46009794,-0.5600781,-0.3580885,-0.40962037,0.5632993,-0.06586801,0.19192447,0.48794407,0.5163602,-0.2819022,-0.2546418,-0.62300974,0.53805006,0.6191991,-0.042227585,-0.6165517,-0.5756857,-0.5844848,-0.4060572,0.39462155,-0.5761587,-0.11084288,0.29085803,0.3299957,0.51504654,0.51222473,-0.2494923,-0.6296057,0.47094703,-0.6300884,0.594903,-0.7589401,0.35468563,-0.42626658,0.30489653,0.07865383,0.16274503,-0.5404624,0.33426264,-0.25817445,0.41560948,-0.13382678,-0.040601525,-0.25165564,-0.4611932,-0.16581196
BARX2,-0.037444573,-0.5104755,-0.63127214,-0.25836888,0.41028062,-0.4377061,-0.5804611,1.0,0.4183525,0.46302143,-0.3673865,-0.4968636,-0.4922902,-0.50662243,-0.376992,-0.53387684,-0.21360415,0.47094896,0.30389178,0.3683467,-0.20881017,-0.37774897,0.44690573,-0.62004936,-0.62405926,-0.5219802,-0.47058928,-0.45191112,0.35320583,0.036959335,0.375936,0.36887982,0.3764584,-0.51613206,-0.451526,0.42348984,0.46902657,-0.561544,0.5310037,-0.6230776,-0.034928955,0.38413376,0.43365723,-0.31809375,-0.3849678,-0.0071202465,0.57118565,-0.51873875,-0.5144266,0.10951131,0.42818505,-0.43858328,0.5877678,0.3659315,0.507836,-0.48504725,0.050943118,0.012604369,-0.47877458,-0.48144567,0.36365774,0.30748582,0.56383556,-0.41270524,-0.4006292,-0.040689986,0.5449385,0.52328855,0.43831843,0.39184496,-0.39602748,0.412882,-0.084096946,-0.40681005,-0.5450022,-0.3740306,-0.38343194,0.0128092365,0.70720154,-0.471325,0.5489862,-0.44475946,0.61381966,-0.44136137,0.50002635,-0.29461977,-0.009877076,-0.25438932,0.5283859,-0.52841806,0.40786436,-0.52368313,-0.03248635,-0.13874666,0.41167668,0.46951047,0.17904972
BIRC6,0.016208416,-0.3160558,-0.43246767,-0.16163245,0.51609623,-0.21605754,-0.24771279,0.4183525,1.0,0.2947762,-0.18634675,-0.31352943,-0.34274757,-0.40224102,-0.115862355,-0.381372,-0.12834904,0.20081362,0.08511552,0.2668079,-0.17043027,-0.2811947,0.3889589,-0.37527978,-0.4536317,-0.38555184,-0.35831508,-0.41509357,0.6121222,0.024665397,0.645318,0.41262993,0.22292757,-0.44196197,-0.2066758,0.2615205,0.42970222,-0.39387137,0.29574245,-0.5021048,-0.043052446,0.2960576,0.4277199,-0.4476112,-0.311651,0.056320406,0.59372413,-0.3111615,-0.4655156,-0.07066354,0.30306283,-0.28761348,0.48664954,0.1820591,0.26353556,-0.27285346,0.1490151,-0.014596805,-0.41154593,-0.44253257,0.45202562,0.14677744,0.29381192,-0.09173188,-0.08285862,-0.0023178742,0.19460234,0.33259377,0.1252421,0.49840695,-0.38126874,0.24811289,-0.008122226,-0.4302137,-0.6228963,-0.2741543,-0.14899784,0.10517959,0.62822515,-0.4945651,0.3161613,-0.16703632,0.32198626,-0.26585424,0.36889347,-0.17268226,-0.095175646,0.05845937,0.31334084,-0.5161191,0.49566355,-0.46218288,-0.052236408,-0.09184924,0.55841553,0.30960146,-0.010253599
CARD8,-0.066417426,-0.6077203,-0.4628893,-0.5794388,0.20663022,-0.5966665,-0.5105848,0.46302143,0.2947762,1.0,-0.62083334,-0.47348186,-0.32430157,-0.27142966,-0.59331495,-0.36147535,-0.508578,0.64698404,0.27250308,0.69596046,-0.55621713,-0.61451936,0.23680148,-0.43382564,-0.4221971,-0.6313376,-0.39050567,-0.28294757,0.26749098,-0.10020239,0.4237503,0.28568968,0.70010483,-0.46047935,-0.3104686,0.77021354,0.37510577,-0.33441454,0.7066124,-0.35572252,-0.075254716,0.6341729,0.2826227,-0.08288954,-0.16133623,0.10757299,0.30262873,-0.56531054,-0.43038642,0.31719255,0.46751377,-0.6507512,0.45805967,0.214395,0.42594802,-0.36388943,0.14666866,-0.095555484,-0.47789073,-0.30955696,0.4791842,0.6692994,0.4801475,-0.41621095,-0.24590681,-0.18011539,0.28060305,0.36023337,0.3621022,0.12760426,-0.59546745,0.21541856,-0.1170309,-0.37663633,-0.35224319,-0.6277354,-0.52701354,0.1202695,0.47784993,-0.30680934,0.42627072,-0.18174376,0.5242932,-0.6685326,0.20487529,-0.5602124,0.19893603,-0.31486252,0.3624488,-0.3915363,0.25129426,-0.527575,-0.17915566,-0.20381616,0.26377577,0.7405947,0.30071667
CDC42SE2,0.112367906,0.58370936,0.39899093,0.55638474,-0.042126805,0.62886745,0.47889665,-0.3673865,-0.18634675,-0.62083334,1.0,0.41922003,0.3415798,0.26432,0.5041278,0.31077322,0.5693166,-0.5393274,-0.23746806,-0.6314324,0.5734467,0.59100795,-0.22064485,0.44959393,0.44781837,0.6055683,0.44532478,0.2231548,-0.31029537,0.115017414,-0.2894335,-0.1675136,-0.60265154,0.46269822,0.30965996,-0.67162645,-0.25356147,0.3228224,-0.601027,0.32658252,-0.12643108,-0.52124894,-0.19427338,0.07195749,0.17332369,-0.08302958,-0.24736579,0.5361478,0.38763645,-0.21374294,-0.41096142,0.57680386,-0.31392977,-0.10341957,-0.35860503,0.29536837,-0.21453533,0.09274016,0.403499,0.26760644,-0.3669181,-0.6125018,-0.39970762,0.33060306,0.19201799,0.18351701,-0.16559885,-0.2779287,-0.33542362,-0.06735856,0.50305825,-0.15582223,0.17269225,0.42829347,0.2570058,0.54785573,0.5515283,-0.040079806,-0.3663061,0.27406558,-0.4161546,0.07531057,-0.42323524,0.61397475,-0.17180638,0.5209611,-0.22905363,0.26638082,-0.36765084,0.4047086,-0.095885105,0.48772448,0.1943148,0.21941875,-0.16456695,-0.7166567,-0.2421411
CDK11A,0.34817252,0.6340959,0.48461765,0.5076971,-0.4466443,0.44797236,0.3089135,-0.4968636,-0.31352943,-0.47348186,0.41922003,1.0,0.4638216,0.30432674,0.47083223,0.24376684,0.48461154,-0.475228,-0.0023422856,-0.389072,0.44324118,0.53746504,-0.32282037,0.56562245,0.52603006,0.44131953,0.2517135,0.27470982,-0.46913472,0.22075404,-0.44829646,-0.065215565,-0.5546127,0.32853845,0.38228872,-0.56048924,-0.30234203,0.3370828,-0.6334548,0.4842469,-0.052827198,-0.5498687,-0.21158321,0.4190878,0.18038592,-0.18677767,-0.4402243,0.46461707,0.36111397,-0.36958966,-0.35145816,0.47365013,-0.41256315,-0.18660529,-0.25737548,0.14872238,-0.29428846,0.011024613,0.5038581,0.2662403,-0.38732442,-0.45597056,-0.306425,0.15269133,0.034294043,0.28084823,-0.25783816,-0.40779218,-0.19284971,-0.204773,0.47315925,-0.26285872,0.37004945,0.36840323,0.48001915,0.35815963,0.39549193,0.096248016,-0.47967914,0.36599615,-0.36670792,0.08873247,-0.45456776,0.6107057,-0.37154174,0.5290197,-0.22291243,0.236134,-0.32791832,0.42772666,-0.39468378,0.52659297,0.3938223,0.43984133,-0.42759433,-0.54454774,-0.20019236
CERS2,0.11529968,0.41722235,0.51269877,0.15451993,-0.4797404,0.2598661,0.3442238,-0.4922902,-0.34274757,-0.32430157,0.3415798,0.4638216,1.0,0.5389339,0.2274927,0.48482358,0.20155936,-0.22376105,-0.15597126,-0.35054463,0.10370383,0.33254492,-0.44992593,0.3790108,0.441759,0.33391225,0.42727426,0.45260218,-0.43093467,-0.02955154,-0.512324,-0.40430045,-0.21212569,0.60048884,0.31772673,-0.31350237,-0.4716119,0.5357848,-0.3575229,0.5672562,0.04481653,-0.27678955,-0.46247378,0.40206164,0.4484633,-0.09170085,-0.49452862,0.4479607,0.54340553,-0.09871249,-0.3864447,0.3584843,-0.57922184,-0.4450729,-0.4193442,0.48067224,-0.07418312,-0.024044342,0.4127772,0.39389133,-0.36302602,-0.21957834,-0.35183144,0.40147054,0.3710512,0.05132439,-0.27958566,-0.3521936,-0.35923988,-0.43969685,0.40640327,-0.37124112,0.12814078,0.51733065,0.49015915,0.2582683,0.20717435,0.06625698,-0.6153776,0.426264,-0.405882,0.36462444,-0.3781987,0.40327138,-0.42743996,0.30332097,0.09557408,0.28907412,-0.3748563,0.49249205,-0.54207504,0.5489626,0.08418294,0.11643062,-0.50537264,-0.41049132,-0.08839868
CFD,-0.062030263,0.40416756,0.4817875,0.08978884,-0.4582392,0.25413314,0.5550932,-0.50662243,-0.40224102,-0.27142966,0.26432,0.30432674,0.5389339,1.0,0.24396446,0.51421976,0.1786002,-0.16161937,-0.41131324,-0.19029452,0.09191595,0.26045012,-0.5538951,0.31006002,0.37931186,0.4194236,0.39969036,0.6036637,-0.41105825,-0.042949177,-0.4662762,-0.621319,-0.17071871,0.56759876,0.5003421,-0.22985703,-0.5858758,0.6245078,-0.3611758,0.72915417,0.09716554,-0.25931874,-0.64182985,0.4886597,0.45562,-0.07090351,-0.57449543,0.41149232,0.61910653,-0.015751466,-0.260686,0.2986149,-0.7166521,-0.57604116,-0.284003,0.62871546,-0.08498971,0.072279036,0.50552154,0.55576575,-0.42883268,-0.036270846,-0.4049831,0.38752973,0.4965489,-0.04301628,-0.45604813,-0.54172164,-0.48435467,-0.6573264,0.41245738,-0.5203219,-0.066675164,0.33409473,0.5140236,0.3751022,0.1547439,-0.08237475,-0.6517469,0.6706223,-0.5315835,0.55201215,-0.5827984,0.28377116,-0.44360438,0.20171852,0.13609618,0.038712136,-0.47360572,0.50900304,-0.6013248,0.4281635,-0.019651817,-0.00011459924,-0.5926217,-0.32373884,-0.012239523
CHD8,0.12427314,0.6776694,0.34124452,0.6463506,-0.11508442,0.48744392,0.4980275,-0.376992,-0.115862355,-0.59331495,0.5041278,0.47083223,0.2274927,0.24396446,1.0,0.24797383,0.51399463,-0.52538794,-0.16174659,-0.55879116,0.5818226,0.57673717,-0.20758116,0.34774694,0.31223002,0.52732414,0.35225466,0.32053012,-0.1725579,0.12631153,-0.22404802,-0.25216123,-0.5872315,0.29032025,0.6032444,-0.6332257,-0.41941032,0.2696342,-0.6692681,0.2827314,0.019904315,-0.5866651,-0.31534857,-0.028191688,0.014345182,-0.08572387,-0.20979108,0.52913916,0.3616324,-0.30374956,-0.3237417,0.6063236,-0.40313408,-0.21338487,-0.34845144,0.32718942,-0.15472083,0.11758261,0.42855138,0.3079466,-0.34707123,-0.5245071,-0.3351493,0.36014688,0.2711589,0.16003501,-0.3750542,-0.25467244,-0.39603657,-0.17246047,0.45834088,-0.18221155,0.14714071,0.19831076,0.15338746,0.53531307,0.506869,0.003378828,-0.35524058,0.2432433,-0.43678153,0.11899745,-0.54671985,0.64697826,-0.18700829,0.66351944,-0.20732836,0.3387743,-0.3621423,0.14437741,-0.10615214,0.48930955,0.15647487,0.17935497,-0.16053928,-0.5986102,-0.23385695
CHRFAM7A,-0.21808867,0.43995535,0.55579376,0.10553397,-0.2755199,0.2248436,0.57241404,-0.53387684,-0.381372,-0.36147535,0.31077322,0.24376684,0.48482358,0.51421976,0.24797383,1.0,0.059856597,-0.16080521,-0.43508703,-0.2861193,0.09354393,0.23675694,-0.48858404,0.39889082,0.6005688,0.43856138,0.49807888,0.4500483,-0.35648346,-0.24420823,-0.3617621,-0.430198,-0.15767819,0.5465253,0.41178828,-0.20098424,-0.34184536,0.6047126,-0.29713476,0.59594405,0.30356574,-0.16786227,-0.4854929,0.30826333,0.43390074,0.16986018,-0.48679802,0.42480537,0.6380298,0.1637286,-0.37853172,0.25895303,-0.58134806,-0.42461738,-0.3987444,0.46989784,0.05445305,0.1098559,0.39759248,0.5737326,-0.28632373,-0.16587773,-0.49868295,0.32792026,0.45345083,-0.18971846,-0.36892715,-0.4435481,-0.38148457,-0.5023673,0.38701588,-0.42009884,-0.17123866,0.49281585,0.50970596,0.31162533,0.23898286,-0.09394773,-0.62822294,0.4621951,-0.48949608,0.393491,-0.5036744,0.28020185,-0.5846709,0.18572149,0.20581913,0.099574536,-0.49108484,0.5664099,-0.402116,0.4517915,-0.2424844,-0.15306157,-0.37107393,-0.3400599,-0.001744346
CHSY3,0.2657172,0.49032018,0.25035495,0.5361877,-0.10917467,0.537426,0.16617782,-0.21360415,-0.12834904,-0.508578,0.5693166,0.48461154,0.20155936,0.1786002,0.51399463,0.059856597,1.0,-0.4477743,0.042678945,-0.5171713,0.5387893,0.5763963,-0.1147556,0.34832314,0.25317347,0.42335308,0.26086092,0.11569127,-0.18729231,0.20166895,-0.26205376,0.028706592,-0.5254517,0.19425917,0.2853426,-0.615463,-0.25035167,0.17371559,-0.5325314,0.15387589,-0.11148815,-0.5651528,-0.059595916,0.096514046,0.15823671,-0.20866257,-0.14584853,0.31567416,0.14287832,-0.34449562,-0.33047378,0.4429224,-0.27507642,-0.13424298,-0.24856144,0.111919805,-0.2891469,-0.15611939,0.33251014,0.1468605,-0.3395133,-0.58443034,-0.061433148,0.08134554,-0.0683516,0.24446501,-0.10438177,-0.15415426,-0.04542023,-0.0065431437,0.43033066,0.03669657,0.32566205,0.2588305,0.21073431,0.5157315,0.3674909,0.27305865,-0.1957446,0.20838594,-0.24788857,-0.009105889,-0.21895958,0.58179575,0.068530776,0.5394618,-0.37553942,0.33641297,-0.18849619,0.23695672,-0.1954289,0.463287,0.37724024,0.37352368,-0.11952147,-0.5974499,-0.113870665
CKM,-0.10151211,-0.52554107,-0.3557909,-0.51111454,0.10240086,-0.43534327,-0.4846338,0.47094896,0.20081362,0.64698404,-0.5393274,-0.475228,-0.22376105,-0.16161937,-0.52538794,-0.16080521,-0.4477743,1.0,0.10352423,0.577252,-0.51463145,-0.4899583,0.18639807,-0.44949082,-0.3739422,-0.5821995,-0.3701878,-0.20950572,0.2640517,-0.09740983,0.24944647,0.13460298,0.66422707,-0.31620058,-0.24664292,0.7405291,0.3153288,-0.21285507,0.6555571,-0.303966,-0.019871667,0.51515245,0.23718596,-0.009732732,0.0109253805,0.11034561,0.25436553,-0.48889607,-0.29590508,0.31763843,0.40260166,-0.6360723,0.2647627,-0.03402875,0.38540104,-0.24482611,0.19536418,-0.060539283,-0.37438074,-0.24531806,0.34006745,0.58026034,0.43562865,-0.25819543,-0.12871826,-0.1705835,0.35021776,0.41591147,0.2489903,0.008226369,-0.4194661,0.22780475,-0.15671551,-0.22878617,-0.28736627,-0.47085625,-0.62193793,0.07707455,0.42494765,-0.29987872,0.47548366,-0.12463809,0.48505816,-0.53577954,0.20311026,-0.50310534,0.24769123,-0.35454693,0.29959303,-0.18584812,0.22181393,-0.46564662,-0.18234229,-0.23032014,0.16543844,0.6469985,0.2794999
CKS2,0.2512515,-0.11805823,-0.23314202,0.0038514389,0.015430264,-0.065523244,-0.57513213,0.30389178,0.08511552,0.27250308,-0.23746806,-0.0023422856,-0.15597126,-0.41131324,-0.16174659,-0.43508703,0.042678945,0.10352423,1.0,0.17631605,0.07804736,0.01349714,0.21599506,-0.18120149,-0.20223194,-0.33346045,-0.37684336,-0.3017293,-0.0010611662,0.1932997,0.18759802,0.42880765,0.1246124,-0.22159208,-0.31260884,0.15103224,0.25931165,-0.3908634,0.1904668,-0.29120138,-0.21392399,0.0918172,0.46128651,-0.06463386,-0.23428173,-0.18671104,0.112735145,-0.33611953,-0.31676233,-0.23362748,0.20309298,-0.18708488,0.39654848,0.3829041,0.31499356,-0.41159827,0.019266969,-0.2851774,-0.26610503,-0.310143,0.19723964,0.032736193,0.4753774,-0.51537776,-0.6208988,0.19040447,0.35659033,0.359949,0.40564546,0.3389559,-0.2294844,0.43613344,0.2610913,-0.23103464,-0.1230089,-0.22824539,-0.17696677,0.23589946,0.34258512,-0.30983225,0.2889991,-0.44746885,0.5285802,-0.08994393,0.25169677,0.0071266354,-0.24192193,-0.13110264,0.20210451,-0.1908319,0.1448424,-0.061074164,0.2860763,0.24923949,0.16381954,0.14373578,0.11492883
CNOT3,-0.16958518,-0.5418972,-0.37758622,-0.5619241,0.14824095,-0.505184,-0.388411,0.3683467,0.2668079,0.69596046,-0.6314324,-0.389072,-0.35054463,-0.19029452,-0.55879116,-0.2861193,-0.5171713,0.577252,0.17631605,1.0,-0.50941557,-0.60595554,0.19077864,-0.37819812,-0.37989792,-0.5304583,-0.47603288,-0.19882873,0.24781775,-0.14245366,0.36142704,0.23482735,0.6478905,-0.3943354,-0.25199628,0.7465697,0.3202761,-0.30551985,0.6427372,-0.24330954,-0.0044070836,0.6437042,0.23140681,0.05653608,-0.19169399,0.14554869,0.23996824,-0.61492985,-0.3602038,0.27289388,0.52454007,-0.58183897,0.38993225,0.229322,0.5340791,-0.25890198,0.22673109,0.013004598,-0.37037197,-0.20751716,0.3581702,0.6890461,0.41182208,-0.3414866,-0.19167227,-0.21710232,0.21630129,0.2031152,0.29552367,0.15157235,-0.4652724,0.08990291,-0.17299348,-0.3969067,-0.20945577,-0.5050246,-0.5002632,-0.07457989,0.38230494,-0.16996059,0.32178953,-0.10985261,0.37561724,-0.6052032,0.04833133,-0.5339592,0.2022876,-0.4236842,0.2707453,-0.26484853,0.14179151,-0.58345616,-0.2142448,-0.19408114,0.18634509,0.6656746,0.3747485
CSNK1G3,0.21803623,0.6148096,0.26862577,0.68059665,-0.083124846,0.47073764,0.23419067,-0.20881017,-0.17043027,-0.55621713,0.5734467,0.44324118,0.10370383,0.09191595,0.5818226,0.09354393,0.5387893,-0.51463145,0.07804736,-0.50941557,1.0,0.6886387,-0.0058899126,0.22726442,0.3297139,0.39681673,0.1605905,0.1720796,-0.31652805,0.23140219,-0.25674325,-0.05996327,-0.5737327,0.20173258,0.30007708,-0.6128671,-0.2817619,0.07452747,-0.55852944,0.14096825,-0.11760785,-0.54301333,-0.047394156,0.06288091,0.008362248,-0.20857029,-0.13626762,0.37240696,0.21458192,-0.37225133,-0.24830341,0.58262944,-0.21676825,-0.05317259,-0.20632954,0.11217364,-0.2720237,0.007294326,0.34665468,0.17997596,-0.3469509,-0.6131938,-0.12933041,0.052470434,-0.11385236,0.26160604,-0.02167222,-0.11405828,-0.082163125,0.0014936684,0.52803296,0.06691208,0.26013988,0.16178697,0.20362553,0.5252646,0.4300004,0.038141724,-0.22576496,0.19349104,-0.21760027,-0.12943433,-0.2657191,0.62847847,-0.014667645,0.60886997,-0.3780303,0.1363528,-0.18957213,0.17022635,-0.12906286,0.48762593,0.34107977,0.33729568,-0.060492855,-0.61571825,-0.24080023
